'Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Event'
0.09,0.09,0.89,1.32,0.23,0.26,0,0.79,0.17,0.16,1.12,1.67,0.33,0.35,0,1.19,0.47,0.46,2,2.26,0.66,0.63,0,1.41,1.04,1.1,8.02,12.38,2.12,1.58,0,8.08,1,0.58,45.57,35.81,12.54,8.72,0,25.75,0
0.1,0.09,0.92,1.4,0.22,0.25,0,0.8,0.17,0.16,1.14,1.72,0.31,0.35,0,1.2,0.47,0.46,2.13,2.31,0.66,0.63,0,1.42,1.07,1.13,8.35,12.63,2.12,1.59,0,8.19,1.1,0.64,50.47,39.62,13.88,9.65,0,28.46,0
0.09,0.09,0.87,1.37,0.21,0.25,0,0.76,0.18,0.17,1.12,1.67,0.31,0.36,0,1.18,0.47,0.47,2.16,2.26,0.66,0.63,0,1.44,1.09,1.15,8.76,12.9,2.13,1.64,0,8.4,1.21,0.7,55.61,43.58,15.3,10.63,0,31.3,0
0.09,0.09,0.9,1.37,0.21,0.24,0,0.75,0.19,0.17,1.15,1.7,0.32,0.34,0,1.19,0.48,0.47,2.13,2.18,0.67,0.62,0,1.49,1.1,1.17,9.15,13.1,2.14,1.68,0,8.67,1.33,0.77,60.87,47.65,16.74,11.63,0,34.21,0
0.09,0.09,0.93,1.43,0.21,0.24,0,0.77,0.19,0.17,1.12,1.68,0.32,0.34,0,1.16,0.48,0.48,2.18,2.24,0.65,0.59,0,1.54,1.12,1.18,9.45,13.16,2.12,1.69,0,8.92,1.44,0.84,66.04,51.66,18.15,12.61,0,37.06,0
0.09,0.09,0.89,1.41,0.2,0.24,0,0.76,0.2,0.18,1.09,1.64,0.32,0.34,0,1.13,0.48,0.48,2.2,2.21,0.64,0.58,0,1.56,1.13,1.19,9.67,13.27,2.16,1.69,0,9.08,1.55,0.91,71.02,55.52,19.54,13.57,0,39.83,0
0.09,0.09,0.87,1.34,0.21,0.22,0,0.73,0.2,0.18,1.11,1.66,0.33,0.35,0,1.16,0.47,0.48,2.26,2.26,0.61,0.56,0,1.55,1.13,1.2,9.87,13.3,2.2,1.7,0,9.22,1.65,0.97,75.74,59.15,20.84,14.47,0,42.44,0
0.09,0.09,0.87,1.32,0.22,0.21,0,0.72,0.21,0.19,1.15,1.59,0.33,0.34,0,1.22,0.47,0.48,2.19,2.19,0.62,0.56,0,1.61,1.13,1.21,10.1,13.33,2.23,1.72,0,9.26,1.74,1.03,80.09,62.51,22.03,15.29,0,44.84,0
0.09,0.09,0.82,1.27,0.2,0.21,0,0.68,0.22,0.19,1.15,1.62,0.33,0.34,0,1.27,0.46,0.48,2.18,2.18,0.62,0.55,0,1.61,1.12,1.21,10.27,13.21,2.25,1.74,0,9.33,1.83,1.09,84,65.52,23.1,16.04,0,46.98,0
0.09,0.09,0.77,1.23,0.19,0.2,0,0.64,0.22,0.19,1.16,1.64,0.33,0.34,0,1.3,0.46,0.48,2.18,2.15,0.6,0.53,0,1.62,1.11,1.21,10.42,13.33,2.28,1.74,0,9.43,1.9,1.14,87.5,68.21,24.06,16.7,0,48.89,0
0.09,0.09,0.73,1.18,0.18,0.19,0,0.6,0.22,0.2,1.15,1.67,0.32,0.33,0,1.32,0.45,0.48,2.19,2.12,0.58,0.54,0,1.59,1.12,1.2,10.58,13.52,2.31,1.76,0,9.49,1.97,1.18,90.63,70.63,24.93,17.29,0,50.61,0
0.09,0.09,0.69,1.14,0.18,0.19,0,0.57,0.22,0.2,1.15,1.69,0.31,0.33,0,1.33,0.45,0.47,2.17,2.11,0.57,0.56,0,1.59,1.14,1.2,10.72,13.65,2.34,1.77,0,9.5,2.03,1.23,93.44,72.8,25.7,17.82,0,52.15,0
0.09,0.09,0.67,1.13,0.18,0.18,0,0.58,0.22,0.2,1.13,1.73,0.3,0.32,0,1.36,0.45,0.47,2.13,2.02,0.54,0.56,0,1.52,1.16,1.2,10.89,13.67,2.36,1.78,0,9.44,2.08,1.26,95.95,74.74,26.39,18.3,0,53.54,0
0.09,0.09,0.64,1.1,0.17,0.18,0,0.56,0.23,0.2,1.14,1.75,0.3,0.31,0,1.41,0.44,0.46,2.13,1.99,0.53,0.57,0,1.51,1.17,1.2,11.08,13.65,2.39,1.8,0,9.35,2.13,1.29,98.25,76.51,27.03,18.74,0,54.8,0
0.09,0.09,0.61,1.08,0.16,0.18,0,0.56,0.23,0.2,1.14,1.76,0.29,0.31,0,1.43,0.43,0.46,2.15,1.99,0.51,0.57,0,1.51,1.19,1.19,11.22,13.56,2.42,1.82,0,9.21,2.18,1.32,100.36,78.16,27.61,19.15,0,55.97,0
0.1,0.09,0.59,1.02,0.17,0.18,0,0.53,0.23,0.2,1.14,1.76,0.28,0.3,0,1.44,0.43,0.46,2.17,1.97,0.51,0.58,0,1.5,1.19,1.18,11.31,13.48,2.42,1.81,0,9.03,2.22,1.35,102.29,79.64,28.14,19.51,0,57.03,0
0.09,0.09,0.57,0.99,0.16,0.17,0,0.51,0.24,0.2,1.11,1.74,0.28,0.31,0,1.44,0.43,0.46,2.25,2.06,0.5,0.59,0,1.57,1.2,1.16,11.45,13.67,2.45,1.82,0,8.95,2.26,1.37,104.07,81.02,28.63,19.85,0,58,0
0.09,0.09,0.55,0.96,0.15,0.16,0,0.51,0.24,0.2,1.09,1.69,0.27,0.31,0,1.41,0.42,0.46,2.29,2.12,0.49,0.6,0,1.61,1.21,1.15,11.59,13.9,2.47,1.84,0,9.14,2.3,1.39,105.72,82.3,29.08,20.16,0,58.9,0
0.09,0.09,0.52,0.91,0.15,0.16,0,0.5,0.25,0.21,1.06,1.71,0.28,0.32,0,1.44,0.43,0.46,2.34,2.25,0.48,0.61,0,1.72,1.21,1.14,11.67,14,2.47,1.84,0,9.23,2.33,1.41,107.22,83.45,29.49,20.44,0,59.72,0
0.11,0.09,0.58,1.04,0.27,0.21,0,0.53,0.26,0.21,1.09,1.84,0.39,0.36,0,1.37,0.44,0.47,2.24,2.21,0.59,0.66,0,1.64,1.18,1.12,10.96,13.26,2.36,1.74,0,8.78,2.33,1.43,106.85,83.16,29.44,20.38,0,59.49,0
0.11,0.11,0.82,1.16,0.32,0.24,0,0.64,0.25,0.22,1.31,2.01,0.44,0.39,0,1.47,0.41,0.47,2.33,2.32,0.63,0.64,0,1.66,1.11,1.1,10.28,12.49,2.23,1.63,0,8.32,2.28,1.42,104.45,81.22,28.83,19.94,0,58.11,0
0.1,0.1,0.88,1.15,0.31,0.24,0,0.63,0.24,0.2,1.34,2.01,0.42,0.37,0,1.4,0.4,0.44,2.31,2.25,0.59,0.63,0,1.64,1.04,1.05,9.6,12.05,2.1,1.53,0,7.96,2.21,1.38,100.91,78.41,27.86,19.26,0,56.09,0
0.1,0.09,0.83,1.11,0.3,0.23,0,0.61,0.23,0.19,1.26,1.92,0.4,0.35,0,1.33,0.38,0.42,2.24,2.31,0.57,0.61,0,1.67,0.98,1,9,11.54,1.99,1.46,0,7.63,2.11,1.33,96.79,75.2,26.71,18.47,0,53.77,0
0.09,0.09,0.79,1.06,0.29,0.22,0,0.59,0.22,0.18,1.19,1.89,0.38,0.33,0,1.27,0.37,0.4,2.15,2.29,0.54,0.6,0,1.67,0.91,0.96,8.54,11.09,1.88,1.4,0,7.41,2.02,1.27,92.63,71.95,25.55,17.66,0,51.44,0
0.09,0.09,0.76,1.02,0.27,0.21,0,0.56,0.21,0.17,1.15,1.92,0.36,0.31,0,1.26,0.36,0.38,2.09,2.24,0.51,0.59,0,1.66,0.85,0.91,8.11,10.69,1.77,1.33,0,7.21,1.94,1.22,88.71,68.9,24.46,16.91,0,49.25,0
0.08,0.08,0.73,1,0.25,0.2,0,0.55,0.19,0.16,1.11,1.9,0.34,0.3,0,1.25,0.35,0.37,1.99,2.16,0.49,0.58,0,1.6,0.81,0.87,7.74,10.29,1.68,1.31,0,6.99,1.86,1.16,85.05,66.04,23.44,16.21,0,47.19,0
0.08,0.08,0.74,0.93,0.26,0.19,0,0.54,0.19,0.15,1.12,1.91,0.34,0.29,0,1.25,0.34,0.35,1.96,2.2,0.49,0.58,0,1.59,0.78,0.83,7.27,9.82,1.65,1.27,0,6.73,1.79,1.11,81.65,63.37,22.51,15.57,0,45.29,0
0.07,0.07,0.79,0.92,0.26,0.2,0,0.55,0.18,0.14,1.15,1.95,0.34,0.3,0,1.22,0.32,0.34,1.89,2.22,0.46,0.56,0,1.56,0.75,0.79,6.86,9.62,1.64,1.23,0,6.47,1.72,1.07,78.4,60.83,21.6,14.95,0,43.47,0
0.07,0.07,0.75,0.89,0.25,0.19,0,0.52,0.17,0.13,1.07,1.89,0.32,0.29,0,1.16,0.31,0.33,1.81,2.17,0.45,0.55,0,1.5,0.73,0.75,6.61,9.33,1.65,1.24,0,6.31,1.65,1.03,75.16,58.3,20.71,14.33,0,41.65,0
0.07,0.06,0.78,0.85,0.26,0.2,0,0.5,0.17,0.13,1.09,1.84,0.34,0.29,0,1.1,0.3,0.32,1.75,2.11,0.44,0.53,0,1.42,0.71,0.71,6.28,9.12,1.62,1.21,0,6.13,1.6,1.01,71.97,55.79,19.84,13.73,0,39.87,0
0.07,0.06,0.78,0.81,0.25,0.18,0,0.48,0.17,0.13,1.05,1.78,0.33,0.28,0,1.03,0.29,0.31,1.72,2.08,0.42,0.52,0,1.39,0.7,0.68,5.91,8.88,1.58,1.18,0,5.99,1.55,0.99,68.8,53.32,18.97,13.13,0,38.1,0
0.07,0.06,0.74,0.76,0.24,0.18,0,0.45,0.16,0.13,1,1.71,0.31,0.27,0,0.97,0.28,0.31,1.63,2.11,0.4,0.51,0,1.33,0.69,0.65,5.78,8.72,1.53,1.2,0,5.87,1.5,0.96,65.58,50.84,18.17,12.6,0,36.41,0
0.07,0.06,0.75,0.77,0.24,0.18,0,0.46,0.16,0.13,0.96,1.62,0.32,0.27,0,0.93,0.27,0.3,1.6,2.1,0.41,0.51,0,1.32,0.68,0.62,5.61,8.56,1.52,1.23,0,5.74,1.43,0.93,62.5,48.43,17.4,12.06,0,34.83,0
0.07,0.06,0.76,0.76,0.24,0.17,0,0.48,0.15,0.13,0.96,1.57,0.31,0.27,0,0.93,0.26,0.29,1.56,2.15,0.41,0.48,0,1.26,0.68,0.59,5.44,8.5,1.51,1.27,0,5.71,1.36,0.89,59.42,46.02,16.55,11.47,0,33.1,0
0.06,0.05,0.72,0.72,0.22,0.16,0,0.45,0.14,0.12,0.94,1.54,0.29,0.26,0,0.92,0.26,0.28,1.48,2.14,0.39,0.47,0,1.26,0.68,0.56,5.29,8.39,1.48,1.29,0,5.64,1.29,0.85,56.19,43.5,15.65,10.85,0,31.27,0
0.06,0.05,0.7,0.7,0.22,0.16,0,0.43,0.13,0.12,0.91,1.49,0.28,0.26,0,0.94,0.26,0.27,1.4,2.17,0.38,0.45,0,1.25,0.68,0.53,5.19,8.28,1.46,1.31,0,5.55,1.21,0.8,52.84,40.91,14.73,10.22,0,29.42,0
0.06,0.05,0.7,0.67,0.22,0.17,0,0.42,0.13,0.11,0.92,1.47,0.28,0.27,0,0.93,0.25,0.27,1.41,2.13,0.36,0.45,0,1.28,0.68,0.52,5.17,8.07,1.41,1.31,0,5.4,1.13,0.76,49.5,38.32,13.81,9.58,0,27.57,0
0.06,0.05,0.65,0.67,0.21,0.16,0,0.4,0.13,0.1,0.87,1.42,0.27,0.26,0,0.93,0.26,0.26,1.36,2.14,0.35,0.43,0,1.29,0.68,0.52,5.14,7.83,1.38,1.31,0,5.33,1.05,0.71,46.22,35.85,12.9,8.95,0,25.75,0
0.06,0.05,0.62,0.66,0.19,0.15,0,0.39,0.12,0.1,0.84,1.38,0.26,0.25,0,0.9,0.25,0.26,1.31,2.17,0.34,0.41,0,1.31,0.68,0.53,5.09,7.57,1.33,1.3,0,5.37,0.98,0.67,43.13,33.48,12.02,8.33,0,23.99,0
0.05,0.05,0.61,0.65,0.18,0.15,0,0.39,0.11,0.09,0.84,1.4,0.25,0.24,0,0.88,0.25,0.25,1.26,2.17,0.33,0.39,0,1.34,0.68,0.54,5.02,7.35,1.3,1.29,0,5.39,0.91,0.63,40.19,31.21,11.18,7.75,0,22.37,0
0.05,0.04,0.56,0.64,0.17,0.14,0,0.37,0.11,0.09,0.82,1.39,0.24,0.24,0,0.87,0.25,0.25,1.25,2.16,0.33,0.37,0,1.37,0.68,0.54,4.96,7.14,1.3,1.29,0,5.41,0.85,0.58,37.39,29.05,10.4,7.21,0,20.83,0
0.05,0.04,0.53,0.63,0.16,0.13,0,0.36,0.1,0.09,0.79,1.38,0.23,0.23,0,0.86,0.25,0.24,1.25,2.13,0.32,0.37,0,1.42,0.68,0.54,4.9,6.94,1.29,1.29,0,5.42,0.79,0.55,34.75,27.01,9.69,6.71,0,19.38,0
0.05,0.04,0.5,0.61,0.15,0.13,0,0.34,0.09,0.09,0.75,1.33,0.22,0.22,0,0.83,0.27,0.24,1.27,2.12,0.31,0.37,0,1.5,0.68,0.54,4.83,6.86,1.27,1.3,0,5.42,0.74,0.51,32.4,25.11,9.04,6.26,0,18.02,0
0.05,0.04,0.48,0.58,0.14,0.12,0,0.35,0.09,0.09,0.75,1.34,0.22,0.22,0,0.85,0.27,0.23,1.29,2.16,0.31,0.38,0,1.59,0.67,0.53,4.8,6.87,1.26,1.31,0,5.44,0.69,0.48,30.25,23.37,8.44,5.84,0,16.84,0
0.05,0.04,0.44,0.61,0.14,0.12,0,0.33,0.09,0.09,0.71,1.3,0.21,0.21,0,0.82,0.28,0.23,1.27,2.13,0.3,0.39,0,1.62,0.66,0.53,4.71,6.84,1.23,1.32,0,5.41,0.64,0.45,28.23,21.77,7.88,5.45,0,15.7,0
0.05,0.04,0.42,0.6,0.13,0.11,0,0.33,0.08,0.08,0.67,1.24,0.2,0.19,0,0.79,0.28,0.23,1.25,2.14,0.29,0.38,0,1.63,0.66,0.52,4.65,6.83,1.21,1.32,0,5.39,0.6,0.42,26.34,20.32,7.35,5.08,0,14.67,0
0.05,0.04,0.4,0.62,0.13,0.11,0,0.33,0.09,0.08,0.65,1.17,0.2,0.19,0,0.76,0.28,0.24,1.25,2.15,0.29,0.39,0,1.68,0.66,0.5,4.57,6.78,1.19,1.3,0,5.35,0.56,0.39,24.57,18.95,6.86,4.74,0,13.68,0
0.05,0.04,0.38,0.6,0.12,0.11,0,0.31,0.09,0.08,0.62,1.15,0.2,0.19,0,0.76,0.29,0.24,1.22,2.16,0.28,0.38,0,1.64,0.67,0.49,4.47,6.64,1.16,1.26,0,5.23,0.52,0.37,22.9,17.65,6.39,4.42,0,12.76,0
0.05,0.04,0.35,0.57,0.12,0.11,0,0.3,0.09,0.08,0.59,1.11,0.19,0.18,0,0.75,0.29,0.24,1.2,2.2,0.27,0.38,0,1.6,0.68,0.47,4.39,6.53,1.13,1.21,0,5.13,0.49,0.36,21.32,16.41,5.95,4.11,0,11.87,0
0.04,0.03,0.34,0.56,0.11,0.1,0,0.3,0.09,0.08,0.58,1.08,0.19,0.17,0,0.74,0.29,0.24,1.17,2.23,0.27,0.38,0,1.56,0.68,0.46,4.34,6.46,1.1,1.16,0,5.06,0.46,0.36,19.85,15.26,5.54,3.82,0,11.04,0
0.04,0.03,0.35,0.58,0.1,0.1,0,0.32,0.09,0.07,0.57,1.03,0.18,0.16,0,0.71,0.3,0.24,1.11,2.32,0.27,0.38,0,1.52,0.69,0.44,4.26,6.38,1.06,1.11,0,4.99,0.43,0.35,18.46,14.2,5.15,3.55,0,10.27,0
0.04,0.03,0.33,0.58,0.1,0.09,0,0.3,0.09,0.07,0.54,1.05,0.18,0.16,0,0.71,0.3,0.24,1.09,2.38,0.27,0.39,0,1.55,0.69,0.42,4.14,6.25,1.03,1.06,0,4.88,0.41,0.35,17.15,13.26,4.78,3.3,0,9.53,0
0.04,0.03,0.31,0.58,0.1,0.09,0,0.3,0.09,0.07,0.5,1.05,0.17,0.15,0,0.72,0.3,0.24,1.06,2.42,0.27,0.39,0,1.54,0.69,0.4,4.02,6.14,1.06,1.01,0,4.76,0.39,0.34,15.94,12.38,4.44,3.07,0,8.88,0
0.04,0.03,0.3,0.57,0.09,0.09,0,0.28,0.09,0.06,0.5,1.09,0.17,0.15,0,0.73,0.29,0.24,1.04,2.51,0.28,0.4,0,1.55,0.69,0.38,3.94,6.09,1.1,1,0,4.69,0.37,0.34,14.78,11.51,4.12,2.85,0,8.25,0
0.04,0.03,0.29,0.59,0.09,0.09,0,0.28,0.09,0.06,0.47,1.12,0.17,0.14,0,0.75,0.3,0.24,1.02,2.57,0.28,0.4,0,1.53,0.68,0.36,3.87,6.1,1.14,1.04,0,4.66,0.36,0.34,13.71,10.74,3.82,2.64,0,7.7,0
0.04,0.03,0.29,0.6,0.09,0.09,0,0.29,0.09,0.06,0.46,1.16,0.17,0.14,0,0.75,0.3,0.23,1.01,2.65,0.28,0.4,0,1.5,0.66,0.35,3.81,6.25,1.16,1.08,0,4.75,0.34,0.35,12.73,10.03,3.55,2.46,0,7.19,0
0.04,0.03,0.28,0.6,0.09,0.08,0,0.3,0.1,0.06,0.45,1.21,0.17,0.13,0,0.79,0.3,0.23,0.99,2.71,0.28,0.4,0,1.5,0.64,0.34,3.76,6.4,1.18,1.12,0,4.84,0.34,0.35,11.84,9.39,3.31,2.28,0,6.72,0
0.04,0.03,0.27,0.59,0.08,0.08,0,0.29,0.1,0.06,0.45,1.3,0.17,0.13,0,0.81,0.3,0.23,0.97,2.71,0.28,0.4,0,1.53,0.62,0.34,3.72,6.54,1.19,1.16,0,4.93,0.33,0.36,11.04,8.79,3.09,2.12,0,6.29,0
0.04,0.03,0.25,0.57,0.07,0.08,0,0.28,0.09,0.06,0.45,1.38,0.17,0.13,0,0.84,0.3,0.23,0.96,2.73,0.28,0.39,0,1.54,0.6,0.33,3.7,6.74,1.18,1.19,0,4.98,0.32,0.37,10.29,8.23,2.88,1.98,0,5.88,0
0.04,0.03,0.24,0.56,0.07,0.08,0,0.27,0.09,0.06,0.46,1.46,0.17,0.12,0,0.84,0.29,0.22,0.97,2.69,0.28,0.39,0,1.6,0.59,0.34,3.67,6.86,1.19,1.23,0,5.1,0.32,0.37,9.58,7.69,2.68,1.84,0,5.48,0
0.03,0.03,0.24,0.58,0.07,0.08,0,0.28,0.09,0.06,0.47,1.56,0.17,0.12,0,0.86,0.29,0.22,0.97,2.65,0.27,0.39,0,1.62,0.56,0.34,3.62,6.94,1.2,1.26,0,5.17,0.32,0.38,8.93,7.17,2.5,1.71,0,5.1,0
0.03,0.03,0.24,0.62,0.07,0.09,0,0.3,0.1,0.06,0.51,1.73,0.18,0.12,0,0.86,0.29,0.22,0.95,2.65,0.27,0.38,0,1.59,0.57,0.34,3.57,7,1.2,1.28,0,5.24,0.32,0.39,8.31,6.68,2.33,1.59,0,4.87,0
0.03,0.03,0.23,0.59,0.07,0.08,0,0.29,0.1,0.06,0.55,1.89,0.19,0.12,0,0.82,0.28,0.22,0.93,2.65,0.25,0.37,0,1.56,0.59,0.33,3.51,7.08,1.2,1.3,0,5.32,0.32,0.39,7.75,6.24,2.17,1.49,0,4.85,0
0.03,0.03,0.22,0.6,0.07,0.08,0,0.28,0.1,0.06,0.57,1.98,0.2,0.11,0,0.85,0.28,0.22,0.93,2.59,0.26,0.36,0,1.57,0.6,0.33,3.45,7.15,1.18,1.3,0,5.39,0.32,0.39,7.21,5.8,2.03,1.38,0,4.78,0
0.03,0.03,0.21,0.58,0.07,0.08,0,0.28,0.11,0.06,0.59,2.11,0.22,0.11,0,0.89,0.28,0.22,0.92,2.55,0.26,0.36,0,1.56,0.61,0.32,3.35,7.2,1.16,1.32,0,5.44,0.32,0.4,6.72,5.67,1.89,1.29,0,4.7,0
0.05,0.03,0.83,0.93,0.25,0.19,0,0.57,0.14,0.06,1.35,2.7,0.41,0.24,0,1.28,0.3,0.22,1.83,2.87,0.46,0.48,0,2.01,0.66,0.31,5.27,7.95,1.33,1.48,0,5.83,0.4,0.39,10.42,8.21,2.86,1.99,0,6.18,0
0.05,0.04,1.16,1.16,0.31,0.24,0,0.74,0.16,0.09,1.41,2.73,0.39,0.25,0,1.21,0.33,0.26,2.2,3.04,0.55,0.52,0,2.28,0.74,0.41,6.85,9.48,1.71,1.87,0,6.89,0.47,0.47,16.76,13.17,4.57,3.21,0,9.46,0
0.05,0.05,1.18,1.17,0.3,0.24,0,0.7,0.19,0.12,1.53,2.85,0.43,0.28,0,1.34,0.36,0.29,2.8,3.37,0.65,0.62,0,2.61,0.82,0.48,8.6,10.55,2.12,2.18,0,7.61,0.61,0.52,24.46,19.13,6.71,4.71,0,13.78,0
0.06,0.05,1.17,1.17,0.31,0.25,0,0.73,0.21,0.15,1.65,3.03,0.43,0.31,0,1.45,0.39,0.32,3.28,3.71,0.76,0.72,0,2.89,0.89,0.56,10.38,11.67,2.54,2.48,0,8.35,0.8,0.57,32.66,25.5,8.97,6.31,0,18.41,0
0.07,0.06,1.12,1.11,0.3,0.25,0,0.71,0.24,0.17,1.82,3.24,0.47,0.34,0,1.6,0.41,0.36,3.67,3.98,0.85,0.81,0,3.1,0.95,0.63,12.01,12.68,2.9,2.74,0,9.17,0.98,0.61,40.6,31.71,11.15,7.85,0,22.9,0
0.07,0.07,1.07,1.08,0.29,0.25,0,0.7,0.26,0.2,1.95,3.41,0.5,0.37,0,1.72,0.44,0.39,4.04,4.21,0.93,0.89,0,3.27,1,0.69,13.45,13.55,3.23,2.98,0,9.97,1.16,0.64,48.06,37.53,13.18,9.3,0,27.11,0
0.08,0.08,1.09,1.03,0.3,0.24,0,0.66,0.28,0.22,2.13,3.54,0.53,0.39,0,1.83,0.46,0.42,4.47,4.44,1.02,0.98,0,3.48,1.05,0.75,14.84,14.54,3.54,3.18,0,10.73,1.32,0.73,55.11,43.06,15.09,10.66,0,31.11,0
0.08,0.08,1.12,0.98,0.3,0.22,0,0.62,0.29,0.24,2.16,3.63,0.53,0.39,0,1.89,0.47,0.46,4.68,4.59,1.06,1.04,0,3.61,1.1,0.8,16.2,15.54,3.83,3.39,0,11.42,1.48,0.83,61.96,48.43,16.96,11.99,0,34.99,0
0.09,0.09,1.08,1.01,0.28,0.22,0,0.65,0.31,0.26,2.22,3.63,0.55,0.41,0,1.94,0.48,0.5,5,4.8,1.12,1.12,0,3.8,1.15,0.86,17.43,16.43,4.1,3.55,0,12.02,1.65,0.93,69.05,53.96,18.93,13.38,0,39.01,0
0.1,0.1,1.12,0.98,0.31,0.24,0,0.65,0.32,0.27,2.27,3.68,0.53,0.41,0,1.97,0.49,0.53,5.28,4.93,1.19,1.19,0,3.93,1.19,0.93,18.52,17.21,4.35,3.71,0,12.57,1.82,1.04,76.64,59.86,21.01,14.85,0,43.29,0
0.11,0.12,1.24,1.08,0.33,0.25,0,0.75,0.34,0.28,2.3,3.62,0.56,0.45,0,2.02,0.48,0.56,5.69,5.22,1.25,1.25,0,4.15,1.24,1,19.42,17.78,4.55,3.83,0,12.98,2.01,1.14,84.65,66.14,23.19,16.41,0,47.82,0
0.11,0.13,1.23,1.03,0.32,0.25,0,0.73,0.36,0.3,2.47,3.72,0.59,0.49,0,2.11,0.49,0.6,5.83,5.28,1.28,1.27,0,4.22,1.27,1.07,20.17,18.24,4.69,3.92,0,13.55,2.2,1.26,92.94,72.61,25.49,18.02,0,52.51,0
0.12,0.14,1.2,0.97,0.33,0.25,0,0.69,0.37,0.33,2.56,3.84,0.62,0.52,0,2.2,0.52,0.64,5.98,5.35,1.28,1.28,0,4.28,1.3,1.13,20.91,18.76,4.83,4.06,0,14.01,2.4,1.38,101.45,79.24,27.85,19.68,0,57.31,0
0.13,0.16,1.29,1.05,0.35,0.27,0,0.72,0.39,0.36,2.77,4.03,0.68,0.58,0,2.38,0.54,0.68,6.16,5.44,1.32,1.32,0,4.41,1.33,1.18,21.62,19.33,4.97,4.18,0,14.42,2.59,1.5,109.94,85.87,30.18,21.33,0,62.1,0
0.14,0.17,1.3,1.02,0.33,0.27,0,0.7,0.4,0.38,2.9,4.12,0.71,0.6,0,2.47,0.56,0.72,6.32,5.44,1.33,1.34,0,4.44,1.36,1.23,22.3,19.79,5.09,4.31,0,14.83,2.78,1.62,118.08,92.25,32.42,22.9,0,66.71,0
0.15,0.18,1.25,0.96,0.33,0.28,0,0.69,0.41,0.4,2.99,4.17,0.75,0.64,0,2.55,0.59,0.75,6.45,5.4,1.36,1.35,0,4.46,1.39,1.28,22.97,20.25,5.23,4.41,0,15.14,2.96,1.74,125.73,98.25,34.54,24.39,0,71.03,0
0.15,0.19,1.22,0.89,0.33,0.28,0,0.66,0.42,0.42,3.06,4.19,0.77,0.65,0,2.59,0.6,0.77,6.5,5.39,1.35,1.35,0,4.47,1.43,1.32,23.64,20.75,5.36,4.49,0,15.36,3.12,1.86,132.82,103.8,36.5,25.77,0,75.05,0
0.16,0.19,1.23,0.85,0.33,0.29,0,0.65,0.43,0.44,3.05,4.16,0.77,0.66,0,2.61,0.62,0.8,6.61,5.42,1.37,1.37,0,4.52,1.45,1.36,24.26,21.24,5.47,4.58,0,15.57,3.27,1.96,139.28,108.91,38.27,27.03,0,78.73,0
0.16,0.2,1.17,0.8,0.32,0.29,0,0.63,0.43,0.46,3.09,4.15,0.79,0.67,0,2.63,0.64,0.82,6.68,5.45,1.38,1.36,0,4.55,1.48,1.39,24.82,21.71,5.57,4.66,0,15.75,3.4,2.06,145.08,113.49,39.87,28.16,0,82.05,0
0.17,0.21,1.13,0.75,0.32,0.29,0,0.62,0.44,0.48,3.07,4.12,0.79,0.68,0,2.63,0.65,0.85,6.77,5.47,1.38,1.36,0,4.59,1.49,1.42,25.29,22.06,5.65,4.73,0,15.9,3.52,2.14,150.25,117.56,41.3,29.17,0,84.98,0
0.18,0.21,1.1,0.72,0.31,0.29,0,0.61,0.44,0.49,3.08,4.11,0.8,0.69,0,2.67,0.67,0.87,6.81,5.47,1.38,1.35,0,4.62,1.51,1.45,25.71,22.31,5.72,4.81,0,16.13,3.62,2.21,154.91,121.23,42.58,30.07,0,87.63,0
0.19,0.22,1.07,0.72,0.29,0.28,0,0.61,0.45,0.5,3.09,4.09,0.8,0.7,0,2.7,0.68,0.89,6.87,5.46,1.37,1.36,0,4.63,1.54,1.47,26.1,22.51,5.78,4.89,0,16.39,3.72,2.28,159.11,124.56,43.74,30.89,0,90.03,0
0.19,0.22,1.05,0.72,0.29,0.28,0,0.64,0.46,0.52,3.1,4.08,0.81,0.71,0,2.74,0.7,0.92,6.89,5.38,1.36,1.39,0,4.57,1.55,1.49,26.4,22.77,5.81,4.96,0,16.69,3.8,2.33,162.92,127.55,44.78,31.62,0,92.18,0
0.2,0.22,1,0.7,0.28,0.27,0,0.63,0.47,0.53,3.11,4.09,0.82,0.72,0,2.78,0.72,0.94,6.95,5.38,1.36,1.42,0,4.57,1.57,1.51,26.64,23.08,5.83,5.02,0,16.9,3.88,2.38,166.42,130.29,45.73,32.3,0,94.15,0
0.21,0.22,0.98,0.73,0.27,0.27,0,0.64,0.49,0.54,3.09,3.99,0.83,0.73,0,2.78,0.72,0.96,7,5.45,1.37,1.45,0,4.6,1.58,1.53,26.86,23.39,5.86,5.06,0,17.12,3.95,2.43,169.64,132.78,46.6,32.91,0,95.92,0
0.22,0.23,0.98,0.81,0.26,0.27,0,0.73,0.5,0.53,3.08,3.96,0.83,0.73,0,2.76,0.72,0.97,7.07,5.59,1.37,1.49,0,4.7,1.59,1.56,27.11,23.61,5.88,5.09,0,17.24,4.02,2.48,172.64,135.09,47.41,33.48,0,97.57,0
