'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:46:48.587 11/09/2023]',0.08,0.08,1.34,0.00,0.30,0.34,1.00,1.06,0.21,0.22,1.99,0.00,0.54,0.56,1.53,1.80,0.71,0.49,3.80,0.00,1.52,1.35,3.27,4.55,0.79,0.50,17.58,0.00,5.42,5.34,14.64,16.21,3.23,1.41,111.04,0.00,23.72,28.25,77.66,82.47,0
'[11:46:48.641 11/09/2023]',0.08,0.08,1.28,0.00,0.30,0.32,0.99,1.05,0.21,0.22,1.95,0.00,0.55,0.55,1.46,1.69,0.74,0.52,3.83,0.00,1.55,1.38,3.24,4.39,0.81,0.50,17.67,0.00,5.52,5.39,14.70,16.29,3.37,1.46,115.70,0.00,24.74,29.44,80.89,85.91,0
'[11:46:48.754 11/09/2023]',0.08,0.08,1.28,0.00,0.31,0.32,0.99,1.03,0.20,0.21,2.01,0.00,0.56,0.56,1.43,1.67,0.77,0.55,3.94,0.00,1.60,1.42,3.33,4.29,0.82,0.50,17.81,0.00,5.62,5.44,14.80,16.37,3.51,1.53,120.41,0.00,25.76,30.64,84.17,89.40,0
'[11:46:48.882 11/09/2023]',0.07,0.08,1.24,0.00,0.29,0.31,0.93,0.96,0.19,0.21,1.96,0.00,0.55,0.55,1.34,1.64,0.80,0.58,3.90,0.00,1.62,1.43,3.32,4.18,0.83,0.50,17.98,0.00,5.72,5.49,14.91,16.47,3.65,1.59,124.95,0.00,26.73,31.79,87.33,92.76,0
'[11:46:48.975 11/09/2023]',0.07,0.08,1.19,0.00,0.28,0.29,0.93,0.95,0.19,0.20,1.89,0.00,0.54,0.53,1.36,1.66,0.83,0.60,3.89,0.00,1.62,1.42,3.25,4.14,0.83,0.51,18.04,0.00,5.78,5.52,14.90,16.48,3.78,1.66,129.12,0.00,27.64,32.86,90.24,95.86,0
'[11:46:49.081 11/09/2023]',0.07,0.08,1.16,0.00,0.28,0.30,0.90,0.92,0.18,0.19,1.84,0.00,0.52,0.51,1.40,1.70,0.86,0.62,3.88,0.00,1.61,1.41,3.16,4.10,0.83,0.51,17.96,0.00,5.81,5.51,14.76,16.36,3.89,1.72,132.93,0.00,28.47,33.84,92.89,98.69,0
'[11:46:49.194 11/09/2023]',0.07,0.08,1.10,0.00,0.27,0.28,0.86,0.89,0.17,0.19,1.81,0.00,0.52,0.51,1.37,1.68,0.88,0.64,3.84,0.00,1.62,1.39,3.02,4.17,0.84,0.53,17.83,0.00,5.83,5.48,14.60,16.26,3.99,1.77,136.36,0.00,29.21,34.71,95.27,101.23,0
'[11:46:49.304 11/09/2023]',0.07,0.08,1.05,0.00,0.25,0.27,0.81,0.85,0.17,0.19,1.77,0.00,0.52,0.51,1.35,1.65,0.91,0.66,3.78,0.00,1.62,1.37,2.91,4.27,0.85,0.54,17.78,0.00,5.86,5.47,14.52,16.25,4.08,1.82,139.36,0.00,29.86,35.48,97.36,103.45,0
'[11:46:49.407 11/09/2023]',0.07,0.08,0.99,0.00,0.24,0.26,0.79,0.82,0.18,0.19,1.74,0.00,0.52,0.52,1.32,1.61,0.93,0.67,3.75,0.00,1.61,1.36,2.84,4.28,0.85,0.55,17.84,0.00,5.89,5.47,14.51,16.30,4.16,1.86,141.99,0.00,30.44,36.16,99.20,105.41,0
'[11:46:49.498 11/09/2023]',0.06,0.08,0.94,0.00,0.23,0.25,0.75,0.78,0.18,0.19,1.73,0.00,0.52,0.53,1.26,1.53,0.94,0.69,3.72,0.00,1.60,1.34,2.80,4.29,0.85,0.56,17.84,0.00,5.90,5.45,14.39,16.22,4.23,1.90,144.33,0.00,30.95,36.76,100.83,107.15,0
'[11:46:49.597 11/09/2023]',0.06,0.08,0.91,0.00,0.22,0.24,0.74,0.76,0.19,0.19,1.75,0.00,0.53,0.55,1.19,1.52,0.96,0.70,3.73,0.00,1.59,1.33,2.80,4.23,0.85,0.57,17.79,0.00,5.90,5.42,14.21,16.03,4.29,1.93,146.44,0.00,31.41,37.30,102.32,108.74,0
'[11:46:49.719 11/09/2023]',0.06,0.08,0.86,0.00,0.21,0.24,0.71,0.73,0.20,0.19,1.75,0.00,0.53,0.55,1.13,1.59,0.96,0.71,3.72,0.00,1.58,1.32,2.78,4.19,0.84,0.58,17.72,0.00,5.89,5.42,14.00,15.81,4.35,1.96,148.35,0.00,31.84,37.80,103.65,110.17,0
'[11:46:49.810 11/09/2023]',0.06,0.08,0.83,0.00,0.21,0.22,0.68,0.73,0.20,0.18,1.72,0.00,0.52,0.56,1.15,1.72,0.97,0.71,3.75,0.00,1.57,1.31,2.79,4.08,0.85,0.58,17.64,0.00,5.88,5.49,13.76,15.58,4.41,1.99,150.11,0.00,32.22,38.26,104.91,111.52,0
'[11:46:49.837 11/09/2023]',0.07,0.08,0.78,0.00,0.20,0.21,0.63,0.71,0.20,0.18,1.70,0.00,0.51,0.56,1.16,1.80,0.98,0.72,3.77,0.00,1.56,1.31,2.84,3.96,0.86,0.59,17.79,0.00,5.87,5.57,13.58,15.39,4.45,2.01,151.73,0.00,32.58,38.68,106.05,112.76,0
'[11:46:49.857 11/09/2023]',0.07,0.08,0.75,0.00,0.19,0.21,0.59,0.68,0.19,0.17,1.67,0.00,0.50,0.56,1.16,1.87,0.98,0.73,3.79,0.00,1.57,1.32,2.91,3.81,0.87,0.59,17.90,0.00,5.86,5.63,13.44,15.22,4.50,2.03,153.21,0.00,32.90,39.05,107.08,113.86,0
'[11:46:49.882 11/09/2023]',0.06,0.08,0.72,0.00,0.19,0.20,0.59,0.69,0.19,0.16,1.64,0.00,0.49,0.56,1.13,1.88,0.99,0.73,3.86,0.00,1.62,1.33,3.00,3.85,0.89,0.59,17.97,0.00,5.86,5.67,13.24,15.01,4.54,2.05,154.56,0.00,33.19,39.39,108.00,114.85,0
'[11:46:49.920 11/09/2023]',0.09,0.08,1.55,0.00,0.42,0.45,1.09,1.33,0.21,0.15,2.40,0.00,0.71,0.79,1.57,2.34,0.96,0.74,4.38,0.00,1.69,1.47,3.13,4.07,0.89,0.59,17.30,0.00,5.59,5.40,13.03,14.87,4.52,2.07,153.73,0.00,33.05,39.21,107.36,114.24,0
'[11:46:49.948 11/09/2023]',0.09,0.09,1.73,0.00,0.40,0.47,1.24,1.50,0.21,0.15,2.55,0.00,0.68,0.82,1.75,2.51,0.96,0.74,4.42,0.00,1.66,1.44,3.30,4.20,0.87,0.56,16.43,0.00,5.23,5.03,12.59,14.37,4.42,2.06,150.13,0.00,32.25,38.29,104.82,111.56,0
'[11:46:49.980 11/09/2023]',0.09,0.09,1.64,0.00,0.40,0.45,1.19,1.45,0.21,0.15,2.44,0.00,0.66,0.78,1.73,2.53,0.95,0.75,4.22,0.00,1.62,1.36,3.28,4.23,0.85,0.54,15.27,0.00,4.87,4.73,11.94,13.67,4.26,2.01,144.62,0.00,31.05,36.88,100.98,107.48,0
'[11:46:50.008 11/09/2023]',0.09,0.09,1.61,0.00,0.40,0.45,1.16,1.43,0.20,0.14,2.37,0.00,0.65,0.78,1.72,2.54,0.94,0.75,4.08,0.00,1.61,1.31,3.27,4.29,0.83,0.53,14.32,0.00,4.54,4.47,11.38,13.04,4.07,1.94,138.30,0.00,29.70,35.28,96.57,102.81,0
'[11:46:50.032 11/09/2023]',0.09,0.08,1.52,0.00,0.38,0.42,1.11,1.39,0.19,0.14,2.25,0.00,0.61,0.74,1.69,2.53,0.92,0.75,3.85,0.00,1.56,1.23,3.23,4.31,0.81,0.51,13.47,0.00,4.25,4.20,10.83,12.43,3.89,1.86,132.05,0.00,28.36,33.69,92.21,98.18,0
'[11:46:50.060 11/09/2023]',0.08,0.08,1.42,0.00,0.35,0.40,1.08,1.32,0.18,0.13,2.12,0.00,0.57,0.71,1.67,2.53,0.91,0.74,3.67,0.00,1.53,1.17,3.23,4.33,0.79,0.51,12.65,0.00,3.99,3.94,10.30,11.81,3.72,1.77,126.18,0.00,27.11,32.19,88.14,93.87,0
'[11:46:50.107 11/09/2023]',0.08,0.08,1.37,0.00,0.34,0.39,1.04,1.29,0.17,0.13,2.00,0.00,0.54,0.68,1.63,2.45,0.90,0.74,3.53,0.00,1.50,1.13,3.29,4.42,0.77,0.52,11.92,0.00,3.74,3.74,10.04,11.14,3.56,1.69,120.79,0.00,25.96,30.82,84.40,89.91,0
'[11:46:50.138 11/09/2023]',0.08,0.07,1.39,0.00,0.32,0.39,1.07,1.32,0.17,0.13,2.00,0.00,0.52,0.68,1.69,2.52,0.89,0.73,3.39,0.00,1.45,1.09,3.28,4.43,0.76,0.52,11.29,0.00,3.50,3.54,9.72,10.63,3.42,1.62,115.81,0.00,24.87,29.55,80.95,86.24,0
'[11:46:50.167 11/09/2023]',0.08,0.07,1.31,0.00,0.31,0.37,0.99,1.25,0.17,0.13,1.90,0.00,0.50,0.64,1.63,2.46,0.88,0.72,3.28,0.00,1.40,1.04,3.31,4.48,0.75,0.53,10.60,0.00,3.30,3.41,9.51,10.10,3.27,1.56,111.01,0.00,23.83,28.33,77.65,82.73,0
'[11:46:50.199 11/09/2023]',0.07,0.07,1.29,0.00,0.32,0.37,0.96,1.24,0.17,0.13,1.89,0.00,0.50,0.64,1.63,2.46,0.87,0.71,3.27,0.00,1.38,1.04,3.42,4.62,0.74,0.53,9.85,0.00,3.13,3.26,9.18,9.52,3.14,1.49,107.73,0.00,22.85,27.20,75.50,80.31,0
'[11:46:50.228 11/09/2023]',0.07,0.07,1.28,0.00,0.30,0.35,0.92,1.22,0.17,0.13,1.88,0.00,0.46,0.61,1.59,2.43,0.86,0.70,3.14,0.00,1.35,0.99,3.44,4.65,0.73,0.53,9.39,0.00,2.96,3.08,8.79,9.16,3.04,1.43,104.81,0.00,21.87,26.46,73.41,78.08,0
'[11:46:50.254 11/09/2023]',0.08,0.07,1.99,0.00,0.34,0.49,1.43,1.77,0.19,0.12,2.63,0.00,0.49,0.75,2.07,2.93,0.81,0.68,3.72,0.00,1.28,1.09,3.63,4.84,0.70,0.53,9.78,0.00,3.12,3.02,8.46,9.22,2.93,1.38,101.12,0.00,21.03,25.52,70.85,75.32,0
'[11:46:50.282 11/09/2023]',0.09,0.07,2.05,0.00,0.35,0.48,1.51,1.83,0.20,0.12,2.56,0.00,0.47,0.71,1.98,2.82,0.78,0.65,3.62,0.00,1.21,1.06,3.63,4.73,0.71,0.53,10.12,0.00,3.12,3.01,8.93,9.48,2.88,1.33,99.63,0.00,20.74,25.14,69.80,74.20,0
'[11:46:50.310 11/09/2023]',0.09,0.07,2.09,0.00,0.39,0.50,1.50,1.81,0.22,0.12,2.66,0.00,0.51,0.72,1.97,2.82,0.75,0.63,3.52,0.00,1.20,1.02,3.59,4.56,0.73,0.52,10.92,0.00,3.11,3.10,9.17,10.15,2.90,1.31,100.34,0.00,20.89,25.32,70.30,74.73,0
'[11:46:50.343 11/09/2023]',0.09,0.07,2.10,0.00,0.37,0.51,1.53,1.85,0.23,0.13,2.53,0.00,0.50,0.69,2.03,2.66,0.71,0.60,3.68,0.00,1.18,1.06,3.64,4.43,0.74,0.52,11.81,0.00,3.16,3.23,9.86,10.87,2.97,1.33,102.23,0.00,21.52,25.85,71.60,76.13,0
'[11:46:50.372 11/09/2023]',0.09,0.07,1.97,0.00,0.37,0.48,1.44,1.74,0.23,0.13,2.52,0.00,0.47,0.66,2.03,2.62,0.67,0.57,3.69,0.00,1.16,1.07,3.75,4.26,0.75,0.52,12.48,0.00,3.22,3.37,10.69,11.42,3.07,1.37,105.60,0.00,22.26,26.76,73.91,78.56,0
'[11:46:50.402 11/09/2023]',0.09,0.07,1.83,0.00,0.35,0.45,1.35,1.65,0.24,0.13,2.50,0.00,0.45,0.64,1.99,2.60,0.63,0.54,3.67,0.00,1.12,1.06,3.85,4.09,0.74,0.52,13.19,0.00,3.28,3.48,11.49,11.88,3.17,1.41,109.31,0.00,23.00,27.66,76.51,81.26,0
'[11:46:50.435 11/09/2023]',0.10,0.07,1.83,0.00,0.36,0.45,1.36,1.66,0.24,0.13,2.58,0.00,0.43,0.64,1.96,2.65,0.60,0.51,3.85,0.00,1.11,1.08,4.05,3.92,0.73,0.51,13.92,0.00,3.32,3.55,12.07,12.23,3.27,1.46,112.86,0.00,23.71,28.53,79.01,83.87,0
'[11:46:50.463 11/09/2023]',0.10,0.07,1.84,0.00,0.35,0.46,1.37,1.65,0.24,0.13,2.47,0.00,0.42,0.60,2.01,2.57,0.56,0.48,3.95,0.00,1.06,1.07,4.15,3.88,0.72,0.50,14.63,0.00,3.37,3.59,12.52,12.46,3.37,1.51,116.52,0.00,24.46,29.43,81.55,86.52,0
'[11:46:50.492 11/09/2023]',0.09,0.07,1.75,0.00,0.34,0.44,1.30,1.60,0.24,0.13,2.48,0.00,0.40,0.59,1.96,2.55,0.52,0.46,4.06,0.00,1.01,1.09,4.27,3.99,0.72,0.50,15.26,0.00,3.45,3.69,12.97,12.77,3.48,1.55,120.70,0.00,25.30,30.46,84.48,89.60,0
'[11:46:50.525 11/09/2023]',0.10,0.07,1.81,0.00,0.35,0.45,1.32,1.62,0.24,0.13,2.46,0.00,0.42,0.59,2.02,2.47,0.50,0.43,3.98,0.00,0.99,1.03,4.26,3.96,0.71,0.50,15.87,0.00,3.53,3.82,13.42,13.27,3.61,1.61,125.47,0.00,26.25,31.64,87.86,93.14,0
'[11:46:50.554 11/09/2023]',0.10,0.06,1.87,0.00,0.34,0.46,1.41,1.72,0.23,0.12,2.50,0.00,0.42,0.60,2.09,2.37,0.49,0.41,4.08,0.00,0.98,1.04,4.37,4.01,0.69,0.49,16.35,0.00,3.58,3.91,13.71,13.73,3.76,1.67,130.83,0.00,27.36,32.98,91.64,97.13,0
'[11:46:50.579 11/09/2023]',0.10,0.06,1.77,0.00,0.34,0.44,1.36,1.69,0.23,0.12,2.48,0.00,0.44,0.60,2.12,2.35,0.49,0.39,4.11,0.00,0.96,1.02,4.41,4.02,0.68,0.50,16.68,0.00,3.58,3.95,14.06,13.96,3.93,1.74,136.83,0.00,28.61,34.48,95.85,101.57,0
'[11:46:50.608 11/09/2023]',0.09,0.06,1.76,0.00,0.34,0.44,1.33,1.65,0.23,0.12,2.51,0.00,0.44,0.62,2.18,2.33,0.50,0.37,4.23,0.00,0.99,1.03,4.44,4.03,0.67,0.50,16.86,0.00,3.55,3.94,14.53,14.02,4.11,1.81,143.28,0.00,29.94,36.10,100.37,106.35,0
'[11:46:50.658 11/09/2023]',0.09,0.06,1.78,0.00,0.32,0.42,1.34,1.67,0.23,0.11,2.44,0.00,0.42,0.60,2.17,2.37,0.49,0.36,4.21,0.00,1.01,0.99,4.39,3.97,0.67,0.50,17.09,0.00,3.54,3.98,14.87,14.21,4.29,1.90,149.80,0.00,31.28,37.72,104.94,111.17,0
'[11:46:50.785 11/09/2023]',0.08,0.06,1.67,0.00,0.31,0.39,1.28,1.62,0.23,0.11,2.40,0.00,0.41,0.59,2.18,2.39,0.48,0.34,4.21,0.00,1.03,0.97,4.37,3.93,0.66,0.50,17.43,0.00,3.57,4.04,15.07,14.53,4.48,1.98,156.22,0.00,32.63,39.33,109.45,115.94,0
'[11:46:50.899 11/09/2023]',0.08,0.06,1.61,0.00,0.30,0.39,1.22,1.54,0.23,0.10,2.36,0.00,0.38,0.58,2.19,2.40,0.47,0.33,4.15,0.00,1.02,0.94,4.31,3.86,0.64,0.50,17.82,0.00,3.61,4.12,15.34,14.83,4.65,2.07,162.37,0.00,33.93,40.88,113.77,120.49,0
'[11:46:51.022 11/09/2023]',0.08,0.06,1.56,0.00,0.29,0.37,1.20,1.52,0.23,0.10,2.36,0.00,0.37,0.54,2.13,2.34,0.47,0.31,4.24,0.00,1.02,0.94,4.38,3.96,0.62,0.49,18.14,0.00,3.62,4.19,15.62,14.98,4.81,2.15,168.04,0.00,35.11,42.29,117.72,124.65,0
'[11:46:51.135 11/09/2023]',0.08,0.06,1.47,0.00,0.27,0.35,1.15,1.50,0.23,0.10,2.33,0.00,0.34,0.53,2.15,2.31,0.46,0.30,4.25,0.00,1.02,0.92,4.36,3.95,0.61,0.49,18.38,0.00,3.63,4.23,15.84,15.09,4.96,2.22,173.10,0.00,36.17,43.55,121.26,128.39,0
'[11:46:51.251 11/09/2023]',0.08,0.06,1.38,0.00,0.26,0.33,1.09,1.49,0.24,0.10,2.31,0.00,0.33,0.51,2.17,2.32,0.46,0.29,4.25,0.00,1.02,0.89,4.33,3.90,0.59,0.48,18.51,0.00,3.64,4.25,16.03,15.22,5.09,2.29,177.58,0.00,37.12,44.67,124.41,131.71,0
'[11:46:51.357 11/09/2023]',0.08,0.06,1.28,0.00,0.25,0.31,1.01,1.44,0.24,0.09,2.25,0.00,0.33,0.50,2.18,2.30,0.46,0.28,4.20,0.00,1.00,0.86,4.27,3.81,0.60,0.47,18.62,0.00,3.65,4.26,16.22,15.59,5.20,2.35,181.54,0.00,37.95,45.67,127.19,134.64,0
'[11:46:51.468 11/09/2023]',0.08,0.06,1.20,0.00,0.24,0.29,0.96,1.41,0.25,0.09,2.19,0.00,0.32,0.49,2.21,2.28,0.45,0.28,4.16,0.00,0.98,0.84,4.23,3.73,0.62,0.47,18.81,0.00,3.67,4.30,16.28,16.02,5.30,2.40,184.97,0.00,38.67,46.53,129.60,137.17,0
'[11:46:51.580 11/09/2023]',0.08,0.06,1.14,0.00,0.23,0.28,0.93,1.44,0.25,0.09,2.19,0.00,0.30,0.48,2.20,2.25,0.45,0.27,4.12,0.00,0.97,0.81,4.15,3.60,0.64,0.47,18.99,0.00,3.67,4.33,16.42,16.42,5.38,2.44,187.99,0.00,39.30,47.28,131.71,139.40,0
'[11:46:51.703 11/09/2023]',0.08,0.06,1.09,0.00,0.21,0.27,0.90,1.46,0.25,0.09,2.19,0.00,0.29,0.48,2.20,2.24,0.44,0.27,4.11,0.00,0.96,0.79,4.05,3.47,0.65,0.47,19.20,0.00,3.66,4.35,16.71,16.83,5.46,2.49,190.67,0.00,39.87,47.95,133.60,141.39,0
'[11:46:51.800 11/09/2023]',0.08,0.06,1.04,0.00,0.20,0.25,0.87,1.47,0.25,0.09,2.18,0.00,0.28,0.48,2.21,2.26,0.43,0.26,4.08,0.00,0.95,0.76,3.94,3.31,0.66,0.47,19.41,0.00,3.66,4.38,16.95,17.21,5.53,2.52,193.11,0.00,40.38,48.56,135.32,143.21,0
'[11:46:51.827 11/09/2023]',0.08,0.06,0.98,0.00,0.19,0.24,0.81,1.46,0.25,0.09,2.19,0.00,0.26,0.49,2.25,2.31,0.42,0.24,4.03,0.00,0.93,0.75,3.80,3.11,0.68,0.49,19.61,0.00,3.66,4.39,17.23,17.54,5.60,2.55,195.35,0.00,40.85,49.12,136.90,144.86,0
'[11:46:51.857 11/09/2023]',0.09,0.07,0.95,0.00,0.18,0.23,0.79,1.48,0.25,0.09,2.20,0.00,0.26,0.49,2.26,2.31,0.41,0.25,3.98,0.00,0.91,0.75,3.78,3.15,0.70,0.51,19.79,0.00,3.68,4.40,17.49,17.89,5.66,2.59,197.41,0.00,41.29,49.64,138.36,146.41,0
'[11:46:51.885 11/09/2023]',0.08,0.07,0.92,0.00,0.17,0.22,0.78,1.49,0.25,0.09,2.18,0.00,0.25,0.49,2.25,2.30,0.40,0.25,3.92,0.00,0.90,0.75,3.80,3.24,0.71,0.52,19.95,0.00,3.70,4.43,17.72,18.20,5.71,2.61,199.29,0.00,41.68,50.11,139.69,147.80,0
'[11:46:51.906 11/09/2023]',0.08,0.07,0.88,0.00,0.17,0.21,0.75,1.50,0.25,0.09,2.17,0.00,0.25,0.49,2.26,2.32,0.40,0.26,3.90,0.00,0.88,0.75,3.87,3.38,0.71,0.53,20.10,0.00,3.71,4.45,17.93,18.43,5.77,2.64,201.03,0.00,42.04,50.55,140.91,149.08,0
'[11:46:51.935 11/09/2023]',0.10,0.07,0.96,0.00,0.36,0.25,0.97,1.50,0.26,0.09,2.11,0.00,0.43,0.52,2.28,2.28,0.39,0.26,3.81,0.00,1.01,0.73,3.89,3.29,0.72,0.54,18.95,0.00,3.58,4.23,16.86,17.67,5.73,2.66,199.46,0.00,41.80,50.17,139.82,147.92,0
'[11:46:51.965 11/09/2023]',0.11,0.07,1.41,0.00,0.43,0.36,1.25,1.83,0.25,0.09,2.46,0.00,0.50,0.62,2.48,2.53,0.38,0.26,4.07,0.00,1.04,0.81,3.93,3.39,0.69,0.56,18.38,0.00,3.47,4.08,16.30,17.23,5.59,2.65,194.28,0.00,40.81,48.90,136.13,143.99,0
'[11:46:51.987 11/09/2023]',0.11,0.07,1.57,0.00,0.42,0.40,1.35,1.93,0.23,0.09,2.47,0.00,0.48,0.60,2.40,2.48,0.35,0.26,4.04,0.00,0.98,0.82,3.85,3.32,0.68,0.57,17.55,0.00,3.27,3.86,15.64,16.38,5.40,2.58,187.09,0.00,39.33,47.10,131.06,138.62,0
'[11:46:52.012 11/09/2023]',0.10,0.07,1.51,0.00,0.41,0.38,1.33,1.88,0.22,0.09,2.34,0.00,0.47,0.58,2.26,2.32,0.33,0.25,3.78,0.00,0.93,0.78,3.64,3.20,0.67,0.58,16.47,0.00,3.04,3.60,14.79,15.87,5.17,2.50,178.95,0.00,37.61,45.04,125.35,132.55,0
'[11:46:52.043 11/09/2023]',0.10,0.07,1.43,0.00,0.39,0.35,1.25,1.83,0.21,0.09,2.20,0.00,0.44,0.55,2.19,2.22,0.32,0.24,3.54,0.00,0.87,0.73,3.45,3.04,0.66,0.58,15.55,0.00,2.85,3.44,13.96,15.40,4.94,2.39,170.86,0.00,35.91,43.00,119.67,126.52,0
'[11:46:52.073 11/09/2023]',0.10,0.07,1.37,0.00,0.36,0.33,1.20,1.72,0.21,0.08,2.15,0.00,0.41,0.54,2.18,2.20,0.31,0.24,3.38,0.00,0.81,0.69,3.32,2.96,0.67,0.58,14.63,0.00,2.67,3.32,13.44,14.97,4.73,2.29,163.31,0.00,34.32,41.10,114.36,120.90,0
'[11:46:52.096 11/09/2023]',0.09,0.07,1.31,0.00,0.35,0.33,1.13,1.66,0.20,0.08,2.08,0.00,0.40,0.53,2.12,2.13,0.30,0.24,3.23,0.00,0.77,0.67,3.18,2.84,0.66,0.58,13.80,0.00,2.52,3.21,12.93,14.54,4.53,2.19,156.32,0.00,32.86,39.34,109.45,115.71,0
'[11:46:52.129 11/09/2023]',0.10,0.06,1.38,0.00,0.37,0.35,1.18,1.72,0.20,0.08,2.14,0.00,0.41,0.56,2.18,2.19,0.28,0.23,3.09,0.00,0.74,0.64,2.99,2.79,0.66,0.58,12.95,0.00,2.38,3.14,12.48,14.13,4.35,2.11,149.87,0.00,31.52,37.72,104.91,110.91,0
'[11:46:52.163 11/09/2023]',0.09,0.07,1.44,0.00,0.36,0.36,1.21,1.72,0.20,0.07,2.16,0.00,0.40,0.56,2.19,2.20,0.28,0.23,3.05,0.00,0.71,0.65,2.95,2.70,0.65,0.58,12.02,0.00,2.26,2.99,11.83,13.51,4.19,2.03,143.76,0.00,30.22,36.18,100.61,106.36,0
'[11:46:52.190 11/09/2023]',0.09,0.07,1.36,0.00,0.36,0.35,1.13,1.66,0.21,0.07,2.03,0.00,0.40,0.55,2.10,2.11,0.27,0.24,2.97,0.00,0.69,0.63,2.87,2.65,0.65,0.58,11.30,0.00,2.19,2.89,11.36,13.09,4.02,1.95,137.70,0.00,28.95,34.75,96.36,101.86,0
'[11:46:52.217 11/09/2023]',0.10,0.08,1.42,0.00,0.38,0.38,1.17,1.74,0.20,0.08,2.07,0.00,0.42,0.56,2.13,2.15,0.26,0.24,3.02,0.00,0.68,0.64,2.90,2.76,0.66,0.58,10.69,0.00,2.09,2.73,10.75,12.51,3.88,1.87,133.34,0.00,28.10,33.81,92.97,98.91,0
'[11:46:52.238 11/09/2023]',0.10,0.09,1.49,0.00,0.38,0.38,1.26,1.74,0.21,0.09,2.12,0.00,0.42,0.56,2.16,2.14,0.26,0.24,2.95,0.00,0.69,0.62,2.89,2.60,0.66,0.58,10.34,0.00,2.17,2.71,10.39,12.50,3.73,1.79,128.01,0.00,26.89,32.27,89.60,94.70,0
'[11:46:52.266 11/09/2023]',0.10,0.10,1.40,0.00,0.37,0.35,1.18,1.68,0.22,0.11,2.00,0.00,0.40,0.54,2.05,2.07,0.27,0.26,2.87,0.00,0.70,0.62,2.72,2.71,0.67,0.56,10.03,0.00,2.32,2.76,10.34,12.82,3.68,1.73,126.48,0.00,26.59,31.84,88.53,93.61,0
'[11:46:52.308 11/09/2023]',0.11,0.10,1.40,0.00,0.36,0.35,1.21,1.72,0.22,0.13,1.95,0.00,0.38,0.53,2.00,2.00,0.26,0.27,2.89,0.00,0.74,0.65,2.68,2.92,0.67,0.54,9.93,0.00,2.44,2.76,10.16,12.84,3.67,1.71,126.26,0.00,26.56,31.80,88.38,93.52,0
'[11:46:52.338 11/09/2023]',0.11,0.11,1.35,0.00,0.35,0.34,1.16,1.69,0.22,0.15,1.83,0.00,0.37,0.50,1.86,2.03,0.25,0.28,2.86,0.00,0.77,0.65,2.59,3.02,0.66,0.52,9.86,0.00,2.60,2.78,10.21,12.93,3.67,1.70,126.36,0.00,26.59,31.84,88.47,93.68,0
'[11:46:52.362 11/09/2023]',0.12,0.11,1.33,0.00,0.34,0.34,1.16,1.69,0.24,0.16,1.75,0.00,0.36,0.48,1.79,2.04,0.28,0.29,2.83,0.00,0.79,0.63,2.52,3.14,0.67,0.51,9.91,0.00,2.74,2.76,10.30,12.84,3.65,1.69,126.19,0.00,26.58,31.82,88.38,93.66,0
'[11:46:52.394 11/09/2023]',0.14,0.12,1.30,0.00,0.33,0.35,1.15,1.64,0.25,0.17,1.69,0.00,0.36,0.47,1.74,2.21,0.30,0.29,2.87,0.00,0.84,0.66,2.56,3.31,0.67,0.52,9.92,0.00,2.88,2.76,10.42,12.76,3.63,1.68,125.50,0.00,26.48,31.67,87.94,93.26,0
'[11:46:52.422 11/09/2023]',0.15,0.13,1.33,0.00,0.34,0.36,1.13,1.55,0.28,0.18,1.69,0.00,0.38,0.47,1.69,2.18,0.32,0.29,2.78,0.00,0.82,0.65,2.46,3.46,0.68,0.54,9.98,0.00,2.98,2.71,10.45,12.40,3.59,1.66,124.39,0.00,26.29,31.41,87.17,92.50,0
'[11:46:52.455 11/09/2023]',0.17,0.15,1.28,0.00,0.33,0.34,1.08,1.48,0.31,0.19,1.64,0.00,0.37,0.44,1.62,2.15,0.33,0.28,2.66,0.00,0.81,0.65,2.36,3.71,0.67,0.54,10.04,0.00,3.03,2.70,10.59,12.20,3.55,1.64,123.21,0.00,26.06,31.13,86.34,91.69,0
'[11:46:52.482 11/09/2023]',0.18,0.16,1.26,0.00,0.32,0.34,1.05,1.48,0.34,0.21,1.58,0.00,0.38,0.43,1.52,2.15,0.34,0.27,2.52,0.00,0.83,0.65,2.40,3.96,0.67,0.55,10.12,0.00,3.09,2.73,10.63,12.02,3.52,1.62,122.28,0.00,25.88,30.91,85.72,91.09,0
'[11:46:52.515 11/09/2023]',0.20,0.17,1.30,0.00,0.31,0.34,1.06,1.47,0.36,0.23,1.64,0.00,0.39,0.43,1.51,2.09,0.36,0.27,2.59,0.00,0.85,0.67,2.45,4.12,0.65,0.55,10.33,0.00,3.17,2.77,10.74,12.26,3.50,1.60,121.86,0.00,25.81,30.81,85.45,90.85,0
