'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:34:52.990 11/09/2023]',0.19,0.25,1.52,2.07,0.30,1.92,0.00,8.55,0.21,0.41,2.79,3.83,0.62,5.08,0.00,14.72,0.48,0.56,5.79,7.77,0.91,8.73,0.00,23.88,0.98,1.17,8.27,13.23,1.80,14.10,0.00,42.47,0.83,0.87,10.01,8.52,2.45,9.29,0.00,30.95,0
'[11:34:53.020 11/09/2023]',0.18,0.26,1.53,2.12,0.30,1.95,0.00,8.68,0.21,0.41,2.85,3.98,0.64,5.13,0.00,14.88,0.48,0.56,5.84,7.73,0.93,8.84,0.00,24.28,1.02,1.19,8.43,13.37,1.86,14.30,0.00,43.19,0.84,0.87,10.17,8.61,2.49,9.45,0.00,31.55,0
'[11:34:53.048 11/09/2023]',0.17,0.26,1.56,2.17,0.30,1.96,0.00,8.75,0.21,0.41,2.88,4.04,0.64,5.20,0.00,15.09,0.48,0.56,5.92,7.66,0.94,8.94,0.00,24.60,1.06,1.21,8.57,13.70,1.91,14.48,0.00,43.79,0.84,0.87,10.31,8.75,2.52,9.59,0.00,32.04,0
'[11:34:53.084 11/09/2023]',0.17,0.25,1.58,2.26,0.31,1.97,0.00,8.83,0.20,0.42,2.92,4.06,0.65,5.25,0.00,15.28,0.48,0.57,5.99,7.55,0.96,9.02,0.00,24.88,1.11,1.23,8.67,14.09,1.95,14.63,0.00,44.29,0.85,0.87,10.45,8.95,2.56,9.71,0.00,32.48,0
'[11:34:53.114 11/09/2023]',0.16,0.25,1.60,2.25,0.31,2.00,0.00,8.94,0.20,0.41,2.93,4.00,0.65,5.32,0.00,15.48,0.48,0.58,6.06,7.54,0.98,9.11,0.00,25.13,1.15,1.25,8.73,14.40,1.98,14.77,0.00,44.75,0.85,0.85,10.57,9.07,2.60,9.82,0.00,32.91,0
'[11:34:53.143 11/09/2023]',0.16,0.25,1.79,2.27,0.34,2.29,0.00,9.52,0.20,0.41,2.91,3.99,0.66,5.40,0.00,15.61,0.47,0.59,5.93,7.20,0.97,9.00,0.00,24.72,1.17,1.27,8.51,14.38,1.98,14.28,0.00,43.29,0.85,0.84,10.62,8.73,2.62,9.33,0.00,31.57,0
'[11:34:53.209 11/09/2023]',0.15,0.25,1.73,2.24,0.32,2.17,0.00,8.97,0.20,0.41,2.78,3.78,0.62,5.05,0.00,14.62,0.46,0.59,5.63,6.88,0.93,8.44,0.00,23.16,1.18,1.25,8.11,14.12,1.94,13.36,0.00,40.83,0.83,0.84,10.39,8.48,2.58,8.74,0.00,29.49,0
'[11:34:53.302 11/09/2023]',0.14,0.23,1.67,2.25,0.31,2.04,0.00,8.35,0.20,0.38,2.69,3.57,0.60,4.70,0.00,13.60,0.44,0.56,5.29,6.57,0.87,7.82,0.00,21.46,1.19,1.21,7.67,13.85,1.89,12.36,0.00,38.16,0.81,0.81,10.04,8.21,2.49,8.09,0.00,27.64,0
'[11:34:53.383 11/09/2023]',0.14,0.22,1.61,2.23,0.29,1.90,0.00,7.83,0.20,0.36,2.58,3.37,0.56,4.38,0.00,12.66,0.43,0.53,5.01,6.30,0.82,7.25,0.00,19.93,1.19,1.18,7.26,13.59,1.83,11.45,0.00,35.72,0.78,0.79,9.63,7.99,2.40,7.51,0.00,25.91,0
'[11:34:53.470 11/09/2023]',0.13,0.21,1.54,2.20,0.28,1.77,0.00,7.27,0.21,0.34,2.45,3.18,0.53,4.08,0.00,11.76,0.43,0.50,4.78,6.08,0.79,6.73,0.00,18.55,1.19,1.14,6.92,13.25,1.78,10.62,0.00,33.54,0.75,0.75,9.22,7.72,2.30,7.00,0.00,24.48,0
'[11:34:53.550 11/09/2023]',0.13,0.19,1.45,2.17,0.27,1.66,0.00,6.77,0.21,0.32,2.30,3.16,0.51,3.79,0.00,10.96,0.43,0.49,4.49,5.76,0.74,6.24,0.00,17.35,1.18,1.10,6.63,12.76,1.74,9.85,0.00,31.42,0.71,0.71,8.83,7.35,2.21,6.55,0.00,23.26,0
'[11:34:53.628 11/09/2023]',0.12,0.18,1.36,2.12,0.25,1.54,0.00,6.29,0.21,0.30,2.14,3.17,0.48,3.53,0.00,10.27,0.43,0.47,4.25,5.55,0.71,5.79,0.00,16.30,1.17,1.07,6.34,12.30,1.68,9.15,0.00,29.32,0.68,0.68,8.68,7.09,2.13,6.13,0.00,22.02,0
'[11:34:53.697 11/09/2023]',0.12,0.17,1.28,2.04,0.24,1.44,0.00,5.83,0.22,0.29,1.99,3.12,0.45,3.28,0.00,9.58,0.42,0.45,4.01,5.42,0.68,5.37,0.00,15.36,1.17,1.03,6.02,11.91,1.61,8.55,0.00,27.29,0.65,0.64,8.60,6.98,2.06,5.75,0.00,20.92,0
'[11:34:53.761 11/09/2023]',0.12,0.17,1.19,1.96,0.23,1.34,0.00,5.44,0.23,0.28,1.85,3.06,0.42,3.06,0.00,8.98,0.43,0.43,3.78,5.29,0.63,4.98,0.00,14.43,1.16,1.00,5.79,11.56,1.54,7.98,0.00,25.47,0.62,0.60,8.47,7.05,1.98,5.40,0.00,19.82,0
'[11:34:53.828 11/09/2023]',0.11,0.16,1.11,1.90,0.21,1.25,0.00,5.05,0.23,0.26,1.73,3.02,0.39,2.86,0.00,8.43,0.42,0.40,3.55,5.11,0.61,4.61,0.00,13.57,1.15,0.97,5.73,11.17,1.49,7.45,0.00,23.78,0.60,0.58,8.31,7.17,1.90,5.07,0.00,18.76,0
'[11:34:53.895 11/09/2023]',0.11,0.16,1.07,1.82,0.20,1.16,0.00,4.67,0.24,0.25,1.63,3.01,0.37,2.66,0.00,7.92,0.42,0.38,3.34,4.88,0.61,4.28,0.00,12.74,1.13,0.93,5.65,10.78,1.44,6.97,0.00,22.16,0.56,0.55,8.10,7.36,1.82,4.85,0.00,17.81,0
'[11:34:53.967 11/09/2023]',0.11,0.15,0.99,1.75,0.19,1.08,0.00,4.34,0.24,0.24,1.51,2.99,0.34,2.49,0.00,7.45,0.41,0.36,3.17,4.69,0.60,3.98,0.00,12.00,1.10,0.89,5.54,10.44,1.40,6.54,0.00,20.64,0.53,0.52,7.83,7.48,1.72,4.65,0.00,16.98,0
'[11:34:54.037 11/09/2023]',0.11,0.15,0.93,1.66,0.19,1.00,0.00,4.03,0.23,0.23,1.42,2.92,0.33,2.32,0.00,7.03,0.41,0.34,3.02,4.61,0.60,3.70,0.00,11.29,1.08,0.86,5.46,10.17,1.40,6.14,0.00,19.24,0.51,0.50,7.52,7.64,1.72,4.48,0.00,16.21,0
'[11:34:54.101 11/09/2023]',0.11,0.15,0.87,1.58,0.18,0.93,0.00,3.74,0.24,0.23,1.35,2.86,0.31,2.18,0.00,6.64,0.41,0.33,2.90,4.59,0.59,3.46,0.00,10.64,1.06,0.83,5.38,9.94,1.39,5.76,0.00,17.97,0.52,0.50,7.19,7.83,1.79,4.31,0.00,15.47,0
'[11:34:54.161 11/09/2023]',0.11,0.15,0.84,1.51,0.18,0.87,0.00,3.51,0.23,0.22,1.26,2.74,0.31,2.05,0.00,6.28,0.40,0.31,2.77,4.60,0.59,3.23,0.00,9.97,1.02,0.78,5.33,9.66,1.35,5.40,0.00,16.93,0.53,0.50,6.85,7.86,1.82,4.13,0.00,14.69,0
'[11:34:54.222 11/09/2023]',0.11,0.14,0.78,1.46,0.18,0.81,0.00,3.27,0.23,0.22,1.19,2.71,0.30,1.93,0.00,5.93,0.40,0.30,2.66,4.66,0.59,3.01,0.00,9.44,0.99,0.75,5.25,9.62,1.35,5.07,0.00,16.04,0.54,0.48,6.51,7.84,1.84,3.97,0.00,13.91,0
'[11:34:54.247 11/09/2023]',0.11,0.14,0.75,1.46,0.17,0.75,0.00,3.06,0.23,0.23,1.11,2.60,0.29,1.81,0.00,5.58,0.39,0.29,2.57,4.70,0.58,2.83,0.00,8.98,0.96,0.72,5.18,9.46,1.36,4.77,0.00,15.22,0.56,0.47,6.15,7.82,1.85,3.81,0.00,13.22,0
'[11:34:54.268 11/09/2023]',0.11,0.14,0.70,1.37,0.17,0.70,0.00,2.85,0.24,0.23,1.05,2.49,0.29,1.71,0.00,5.27,0.39,0.29,2.46,4.61,0.58,2.64,0.00,8.55,0.92,0.70,5.04,9.20,1.39,4.50,0.00,14.50,0.56,0.46,5.79,7.85,1.86,3.68,0.00,12.52,0
'[11:34:54.296 11/09/2023]',0.11,0.14,0.66,1.32,0.16,0.66,0.00,2.65,0.24,0.23,1.00,2.44,0.28,1.60,0.00,4.99,0.40,0.30,2.36,4.45,0.57,2.47,0.00,8.16,0.92,0.68,4.93,8.87,1.42,4.25,0.00,13.85,0.57,0.46,5.44,7.93,1.88,3.57,0.00,12.15,0
'[11:34:54.318 11/09/2023]',0.11,0.14,0.64,1.29,0.16,0.63,0.00,2.53,0.24,0.23,0.94,2.42,0.28,1.51,0.00,4.77,0.40,0.31,2.29,4.51,0.58,2.31,0.00,7.83,0.95,0.66,4.83,8.73,1.46,4.02,0.00,13.19,0.58,0.47,5.10,7.99,1.89,3.46,0.00,11.82,0
'[11:34:54.353 11/09/2023]',0.12,0.14,0.61,1.28,0.16,0.59,0.00,2.39,0.24,0.23,0.90,2.42,0.27,1.41,0.00,4.52,0.40,0.33,2.27,4.62,0.59,2.15,0.00,7.54,0.96,0.64,4.73,8.53,1.48,3.80,0.00,12.50,0.60,0.47,4.79,8.02,1.88,3.35,0.00,11.51,0
'[11:34:54.377 11/09/2023]',0.13,0.14,0.58,1.29,0.15,0.55,0.00,2.23,0.25,0.22,0.88,2.35,0.26,1.31,0.00,4.22,0.38,0.36,2.25,4.71,0.60,1.99,0.00,7.26,0.95,0.63,4.63,8.37,1.50,3.60,0.00,11.82,0.59,0.48,4.54,8.10,1.87,3.25,0.00,11.23,0
'[11:34:54.402 11/09/2023]',0.12,0.14,0.55,1.29,0.15,0.52,0.00,2.07,0.24,0.21,0.83,2.34,0.25,1.22,0.00,3.97,0.38,0.39,2.21,4.73,0.60,1.86,0.00,6.97,0.92,0.62,4.54,8.29,1.53,3.49,0.00,11.16,0.59,0.49,4.52,8.15,1.86,3.15,0.00,10.95,0
'[11:34:54.434 11/09/2023]',0.12,0.14,0.52,1.28,0.15,0.49,0.00,1.93,0.24,0.20,0.80,2.38,0.26,1.16,0.00,3.75,0.38,0.42,2.14,4.69,0.60,1.75,0.00,6.70,0.89,0.61,4.40,8.11,1.53,3.35,0.00,10.69,0.59,0.50,4.48,8.16,1.83,3.04,0.00,10.62,0
'[11:34:54.459 11/09/2023]',0.13,0.14,0.49,1.25,0.15,0.47,0.00,1.80,0.24,0.20,0.78,2.44,0.25,1.09,0.00,3.56,0.38,0.45,2.07,4.62,0.59,1.64,0.00,6.45,0.86,0.60,4.24,7.96,1.50,3.22,0.00,10.26,0.58,0.52,4.40,8.14,1.79,2.93,0.00,10.28,0
'[11:34:54.486 11/09/2023]',0.13,0.14,0.46,1.24,0.15,0.44,0.00,1.69,0.24,0.20,0.75,2.45,0.26,1.03,0.00,3.36,0.39,0.48,2.00,4.53,0.60,1.54,0.00,6.20,0.84,0.59,4.10,8.03,1.48,3.09,0.00,9.82,0.57,0.53,4.30,8.02,1.74,2.82,0.00,9.90,0
'[11:34:54.517 11/09/2023]',0.13,0.14,0.44,1.24,0.16,0.42,0.00,1.59,0.24,0.20,0.73,2.43,0.26,0.97,0.00,3.17,0.40,0.51,1.92,4.39,0.60,1.45,0.00,5.96,0.83,0.61,3.98,8.04,1.49,2.97,0.00,9.44,0.56,0.54,4.20,7.89,1.69,2.70,0.00,9.52,0
'[11:34:54.544 11/09/2023]',0.13,0.14,0.43,1.18,0.16,0.40,0.00,1.51,0.25,0.20,0.69,2.32,0.25,0.91,0.00,2.97,0.41,0.54,1.82,4.15,0.58,1.39,0.00,5.68,0.81,0.63,3.84,8.00,1.50,2.85,0.00,9.12,0.55,0.55,4.06,7.70,1.63,2.58,0.00,9.13,0
'[11:34:54.571 11/09/2023]',0.14,0.14,0.42,1.12,0.16,0.38,0.00,1.45,0.24,0.20,0.66,2.25,0.25,0.85,0.00,2.79,0.42,0.57,1.76,4.03,0.59,1.34,0.00,5.50,0.81,0.65,3.73,8.00,1.54,2.77,0.00,9.02,0.53,0.55,3.88,7.44,1.55,2.46,0.00,8.70,0
'[11:34:54.602 11/09/2023]',0.14,0.14,0.39,1.07,0.16,0.36,0.00,1.36,0.24,0.20,0.62,2.20,0.24,0.80,0.00,2.60,0.44,0.61,1.69,3.94,0.59,1.29,0.00,5.33,0.81,0.67,3.72,8.11,1.58,2.70,0.00,8.91,0.51,0.56,3.70,7.16,1.48,2.32,0.00,8.24,0
'[11:34:54.638 11/09/2023]',0.14,0.14,0.38,1.04,0.15,0.34,0.00,1.26,0.24,0.19,0.61,2.13,0.23,0.74,0.00,2.42,0.46,0.65,1.64,3.94,0.59,1.25,0.00,5.20,0.81,0.69,3.79,8.21,1.62,2.63,0.00,8.81,0.49,0.56,3.55,6.87,1.41,2.19,0.00,7.80,0
'[11:34:54.669 11/09/2023]',0.13,0.13,0.37,0.99,0.14,0.32,0.00,1.18,0.24,0.19,0.58,2.02,0.21,0.69,0.00,2.25,0.48,0.68,1.57,3.94,0.58,1.20,0.00,5.05,0.80,0.70,3.89,8.33,1.67,2.58,0.00,8.72,0.48,0.55,3.42,6.63,1.35,2.07,0.00,7.44,0
'[11:34:54.709 11/09/2023]',0.13,0.12,0.37,1.00,0.15,0.32,0.00,1.16,0.23,0.18,0.56,1.99,0.23,0.65,0.00,2.17,0.50,0.71,1.48,3.87,0.55,1.18,0.00,4.86,0.79,0.71,3.92,8.41,1.70,2.52,0.00,8.56,0.46,0.54,3.31,6.43,1.30,1.97,0.00,7.21,0
'[11:34:54.747 11/09/2023]',0.12,0.12,0.34,0.94,0.15,0.30,0.00,1.08,0.23,0.17,0.55,1.90,0.22,0.61,0.00,2.01,0.52,0.73,1.42,3.78,0.55,1.13,0.00,4.70,0.78,0.73,3.94,8.44,1.72,2.48,0.00,8.46,0.44,0.54,3.19,6.20,1.24,1.88,0.00,7.00,0
'[11:34:54.783 11/09/2023]',0.11,0.12,0.33,0.91,0.14,0.28,0.00,1.01,0.22,0.17,0.53,1.85,0.21,0.57,0.00,1.87,0.55,0.75,1.35,3.71,0.55,1.09,0.00,4.55,0.77,0.75,3.94,8.48,1.72,2.44,0.00,8.38,0.43,0.53,3.08,5.97,1.19,1.80,0.00,6.79,0
'[11:34:54.817 11/09/2023]',0.12,0.11,0.32,0.86,0.15,0.27,0.00,0.95,0.20,0.16,0.53,1.78,0.21,0.54,0.00,1.74,0.58,0.78,1.30,3.62,0.56,1.05,0.00,4.40,0.76,0.76,3.96,8.53,1.72,2.40,0.00,8.30,0.42,0.53,2.96,5.74,1.14,1.71,0.00,6.58,0
'[11:34:54.855 11/09/2023]',0.11,0.11,0.31,0.83,0.15,0.26,0.00,0.88,0.20,0.16,0.52,1.73,0.21,0.51,0.00,1.63,0.62,0.80,1.23,3.56,0.58,1.02,0.00,4.25,0.74,0.77,3.98,8.57,1.71,2.36,0.00,8.22,0.41,0.53,2.80,5.47,1.09,1.62,0.00,6.34,0
'[11:34:54.892 11/09/2023]',0.11,0.10,0.31,0.82,0.14,0.24,0.00,0.83,0.19,0.16,0.54,1.75,0.22,0.49,0.00,1.56,0.65,0.83,1.20,3.46,0.58,0.97,0.00,4.13,0.72,0.78,4.01,8.66,1.70,2.33,0.00,8.17,0.39,0.52,2.65,5.21,1.05,1.54,0.00,6.09,0
'[11:34:54.927 11/09/2023]',0.11,0.09,0.30,0.79,0.14,0.23,0.00,0.80,0.19,0.16,0.52,1.75,0.23,0.46,0.00,1.49,0.67,0.85,1.18,3.46,0.58,0.95,0.00,4.00,0.69,0.79,4.05,8.78,1.69,2.31,0.00,8.11,0.37,0.52,2.70,5.01,1.01,1.46,0.00,5.81,0
'[11:34:54.961 11/09/2023]',0.11,0.09,0.28,0.75,0.13,0.22,0.00,0.77,0.18,0.16,0.51,1.73,0.24,0.43,0.00,1.46,0.71,0.88,1.14,3.48,0.59,0.94,0.00,3.92,0.65,0.80,4.07,8.87,1.67,2.29,0.00,8.00,0.35,0.52,2.75,4.84,0.96,1.40,0.00,5.52,0
'[11:34:54.989 11/09/2023]',0.11,0.09,0.27,0.80,0.14,0.21,0.00,0.75,0.19,0.16,0.50,1.80,0.25,0.40,0.00,1.41,0.74,0.90,1.12,3.38,0.59,0.94,0.00,3.80,0.65,0.80,4.06,8.87,1.64,2.26,0.00,7.81,0.34,0.52,2.80,4.86,0.92,1.38,0.00,5.31,0
'[11:34:55.022 11/09/2023]',0.10,0.08,0.25,0.77,0.13,0.20,0.00,0.71,0.19,0.16,0.50,1.78,0.25,0.38,0.00,1.38,0.77,0.93,1.12,3.34,0.59,0.94,0.00,3.69,0.66,0.81,4.01,8.81,1.60,2.22,0.00,7.58,0.35,0.51,2.78,4.80,0.91,1.34,0.00,5.18,0
'[11:34:55.046 11/09/2023]',0.10,0.08,0.24,0.74,0.13,0.19,0.00,0.68,0.19,0.16,0.49,1.77,0.24,0.35,0.00,1.34,0.80,0.96,1.12,3.31,0.61,0.94,0.00,3.60,0.66,0.81,3.95,8.72,1.56,2.19,0.00,7.37,0.36,0.51,2.78,4.78,0.90,1.31,0.00,5.06,0
'[11:34:55.079 11/09/2023]',0.09,0.08,0.25,0.75,0.13,0.19,0.00,0.66,0.18,0.15,0.48,1.79,0.25,0.34,0.00,1.29,0.84,0.98,1.13,3.31,0.63,0.93,0.00,3.55,0.66,0.81,3.89,8.60,1.52,2.15,0.00,7.17,0.37,0.50,2.79,4.81,0.88,1.29,0.00,4.97,0
'[11:34:55.110 11/09/2023]',0.09,0.07,0.24,0.74,0.12,0.18,0.00,0.63,0.19,0.16,0.48,1.79,0.25,0.33,0.00,1.25,0.87,1.00,1.17,3.32,0.63,0.91,0.00,3.54,0.67,0.80,3.80,8.43,1.47,2.09,0.00,6.91,0.39,0.49,2.79,4.90,0.86,1.26,0.00,5.00,0
'[11:34:55.140 11/09/2023]',0.09,0.08,0.24,0.73,0.12,0.17,0.00,0.61,0.19,0.17,0.48,1.82,0.26,0.33,0.00,1.23,0.89,1.00,1.19,3.26,0.63,0.89,0.00,3.49,0.68,0.80,3.71,8.24,1.43,2.04,0.00,6.66,0.40,0.48,2.75,4.96,0.85,1.24,0.00,5.05,0
'[11:34:55.179 11/09/2023]',0.08,0.08,0.24,0.72,0.13,0.17,0.00,0.60,0.19,0.17,0.50,1.88,0.27,0.33,0.00,1.23,0.91,1.00,1.20,3.24,0.63,0.86,0.00,3.44,0.69,0.79,3.63,8.06,1.39,1.98,0.00,6.42,0.40,0.47,2.68,4.96,0.88,1.23,0.00,5.03,0
'[11:34:55.213 11/09/2023]',0.09,0.07,0.23,0.71,0.12,0.16,0.00,0.56,0.18,0.17,0.49,1.92,0.28,0.34,0.00,1.21,0.93,0.99,1.21,3.23,0.63,0.83,0.00,3.42,0.70,0.78,3.56,7.93,1.35,1.93,0.00,6.25,0.41,0.45,2.61,4.94,0.90,1.23,0.00,4.99,0
'[11:34:55.285 11/09/2023]',0.08,0.08,0.22,0.70,0.13,0.16,0.00,0.54,0.17,0.18,0.49,1.94,0.28,0.34,0.00,1.16,0.93,0.97,1.23,3.25,0.61,0.78,0.00,3.40,0.69,0.79,3.43,7.67,1.30,1.86,0.00,6.00,0.41,0.43,2.51,4.97,0.93,1.22,0.00,4.97,0
'[11:34:55.356 11/09/2023]',0.08,0.08,0.22,0.67,0.12,0.15,0.00,0.52,0.18,0.18,0.47,1.96,0.27,0.34,0.00,1.11,0.93,0.95,1.25,3.26,0.59,0.73,0.00,3.39,0.69,0.79,3.28,7.40,1.24,1.79,0.00,5.78,0.41,0.42,2.51,4.95,0.95,1.23,0.00,4.93,0
'[11:34:55.436 11/09/2023]',0.08,0.08,0.21,0.65,0.12,0.14,0.00,0.50,0.18,0.17,0.46,1.99,0.27,0.33,0.00,1.07,0.92,0.91,1.27,3.29,0.57,0.68,0.00,3.41,0.68,0.80,3.13,7.16,1.19,1.71,0.00,5.58,0.40,0.40,2.52,4.93,0.97,1.24,0.00,4.91,0
'[11:34:55.513 11/09/2023]',0.08,0.08,0.21,0.67,0.12,0.14,0.00,0.51,0.19,0.16,0.47,2.02,0.26,0.32,0.00,1.04,0.91,0.88,1.29,3.34,0.55,0.63,0.00,3.41,0.69,0.81,3.00,6.98,1.14,1.65,0.00,5.44,0.39,0.38,2.59,4.86,0.98,1.24,0.00,4.83,0
'[11:34:55.589 11/09/2023]',0.08,0.08,0.20,0.66,0.11,0.14,0.00,0.49,0.20,0.15,0.46,2.09,0.25,0.30,0.00,0.99,0.89,0.84,1.33,3.43,0.53,0.59,0.00,3.45,0.69,0.80,2.90,6.90,1.11,1.59,0.00,5.46,0.39,0.38,2.65,4.91,0.99,1.24,0.00,4.82,0
'[11:34:55.658 11/09/2023]',0.07,0.07,0.21,0.67,0.10,0.13,0.00,0.48,0.21,0.15,0.46,2.16,0.25,0.30,0.00,0.97,0.87,0.81,1.38,3.57,0.51,0.56,0.00,3.51,0.70,0.79,2.83,6.98,1.08,1.55,0.00,5.50,0.39,0.38,2.65,4.88,0.98,1.25,0.00,4.87,0
'[11:34:55.723 11/09/2023]',0.07,0.08,0.22,0.68,0.10,0.13,0.00,0.49,0.21,0.15,0.46,2.21,0.25,0.29,0.00,0.92,0.85,0.78,1.43,3.63,0.50,0.57,0.00,3.53,0.70,0.78,2.93,7.11,1.06,1.49,0.00,5.56,0.38,0.38,2.60,4.78,0.93,1.26,0.00,4.94,0
'[11:34:55.783 11/09/2023]',0.07,0.07,0.21,0.70,0.11,0.13,0.00,0.50,0.22,0.16,0.44,2.24,0.26,0.29,0.00,0.88,0.83,0.74,1.47,3.68,0.49,0.56,0.00,3.53,0.71,0.76,3.05,7.23,1.07,1.46,0.00,5.65,0.38,0.38,2.54,4.65,0.90,1.27,0.00,4.93,0
'[11:34:55.849 11/09/2023]',0.07,0.07,0.21,0.69,0.10,0.13,0.00,0.49,0.22,0.16,0.43,2.32,0.27,0.30,0.00,0.84,0.81,0.71,1.50,3.72,0.50,0.55,0.00,3.51,0.72,0.74,3.09,7.22,1.09,1.44,0.00,5.66,0.36,0.38,2.56,4.60,0.91,1.26,0.00,4.80,0
'[11:34:55.921 11/09/2023]',0.07,0.07,0.21,0.69,0.10,0.12,0.00,0.48,0.22,0.16,0.43,2.36,0.27,0.30,0.00,0.79,0.79,0.69,1.51,3.74,0.51,0.54,0.00,3.49,0.72,0.71,3.14,7.20,1.10,1.46,0.00,5.68,0.35,0.38,2.57,4.57,0.92,1.25,0.00,4.73,0
'[11:34:55.994 11/09/2023]',0.06,0.07,0.21,0.67,0.10,0.12,0.00,0.46,0.21,0.16,0.42,2.39,0.27,0.30,0.00,0.75,0.78,0.66,1.51,3.73,0.53,0.54,0.00,3.45,0.72,0.68,3.17,7.19,1.11,1.49,0.00,5.70,0.34,0.38,2.58,4.55,0.92,1.25,0.00,4.70,0
'[11:34:56.052 11/09/2023]',0.06,0.07,0.20,0.66,0.10,0.11,0.00,0.44,0.20,0.15,0.41,2.41,0.27,0.30,0.00,0.72,0.76,0.65,1.49,3.73,0.54,0.54,0.00,3.44,0.72,0.68,3.19,7.16,1.12,1.51,0.00,5.68,0.32,0.38,2.58,4.51,0.92,1.25,0.00,4.63,0
'[11:34:56.112 11/09/2023]',0.05,0.06,0.20,0.64,0.10,0.11,0.00,0.43,0.20,0.15,0.40,2.45,0.27,0.31,0.00,0.70,0.75,0.63,1.48,3.77,0.56,0.55,0.00,3.43,0.72,0.68,3.20,7.13,1.11,1.53,0.00,5.66,0.31,0.38,2.58,4.50,0.94,1.25,0.00,4.62,0
'[11:34:56.184 11/09/2023]',0.05,0.06,0.19,0.63,0.10,0.11,0.00,0.42,0.20,0.14,0.39,2.42,0.27,0.31,0.00,0.67,0.74,0.61,1.48,3.85,0.61,0.55,0.00,3.41,0.71,0.68,3.21,7.12,1.09,1.52,0.00,5.60,0.31,0.38,2.57,4.47,0.96,1.24,0.00,4.64,0
'[11:34:56.243 11/09/2023]',0.05,0.06,0.18,0.62,0.10,0.10,0.00,0.41,0.20,0.13,0.40,2.39,0.26,0.31,0.00,0.64,0.73,0.61,1.48,3.94,0.64,0.55,0.00,3.45,0.70,0.68,3.23,7.15,1.07,1.51,0.00,5.56,0.32,0.38,2.56,4.51,0.99,1.24,0.00,4.66,0
'[11:34:56.297 11/09/2023]',0.05,0.06,0.17,0.59,0.09,0.10,0.00,0.38,0.19,0.12,0.40,2.39,0.26,0.31,0.00,0.63,0.72,0.60,1.49,4.04,0.67,0.56,0.00,3.53,0.67,0.68,3.22,7.15,1.04,1.50,0.00,5.51,0.33,0.38,2.54,4.62,1.00,1.22,0.00,4.71,0
'[11:34:56.320 11/09/2023]',0.05,0.06,0.16,0.57,0.09,0.10,0.00,0.37,0.19,0.12,0.40,2.38,0.26,0.31,0.00,0.62,0.71,0.60,1.49,4.09,0.70,0.56,0.00,3.61,0.65,0.69,3.21,7.17,1.03,1.49,0.00,5.45,0.33,0.37,2.52,4.73,1.00,1.22,0.00,4.75,0
'[11:34:56.346 11/09/2023]',0.06,0.06,0.59,0.82,0.22,0.18,0.00,0.57,0.20,0.12,0.93,2.70,0.39,0.42,0.00,0.87,0.72,0.63,1.96,4.55,0.87,0.65,0.00,3.62,0.62,0.68,3.59,7.83,1.19,1.61,0.00,5.85,0.40,0.37,4.56,6.20,1.53,1.68,0.00,5.29,0
'[11:34:56.368 11/09/2023]',0.06,0.06,0.81,0.95,0.26,0.19,0.00,0.70,0.20,0.14,1.05,2.58,0.38,0.49,0.00,0.99,0.74,0.65,2.24,4.83,0.84,0.85,0.00,3.79,0.62,0.69,4.70,9.07,1.43,1.82,0.00,6.64,0.46,0.39,8.30,7.82,2.50,2.06,0.00,6.10,0
'[11:34:56.406 11/09/2023]',0.05,0.07,0.82,0.96,0.24,0.21,0.00,0.68,0.20,0.15,1.04,2.56,0.39,0.58,0.00,0.98,0.77,0.66,2.62,5.24,0.89,1.03,0.00,3.93,0.61,0.72,5.86,9.98,1.73,2.02,0.00,7.22,0.49,0.42,13.42,11.65,4.03,2.79,0.00,8.66,0
'[11:34:56.434 11/09/2023]',0.06,0.06,0.82,0.94,0.25,0.24,0.00,0.65,0.21,0.16,1.09,2.54,0.37,0.65,0.00,0.99,0.79,0.70,2.93,5.56,0.98,1.21,0.00,4.04,0.63,0.74,7.13,10.91,2.03,2.33,0.00,7.84,0.55,0.43,18.87,15.71,5.60,3.88,0.00,11.58,0
'[11:34:56.461 11/09/2023]',0.06,0.07,0.81,0.94,0.25,0.27,0.00,0.62,0.21,0.16,1.15,2.52,0.37,0.72,0.00,0.98,0.82,0.74,3.18,5.86,1.05,1.37,0.00,4.11,0.68,0.76,8.33,11.72,2.30,2.62,0.00,8.34,0.67,0.43,24.38,19.85,7.23,4.92,0.00,14.49,0
'[11:34:56.492 11/09/2023]',0.07,0.07,0.77,0.92,0.24,0.29,0.00,0.61,0.21,0.16,1.22,2.51,0.38,0.78,0.00,1.04,0.85,0.78,3.43,6.15,1.12,1.53,0.00,4.17,0.74,0.77,9.40,12.49,2.55,2.91,0.00,8.87,0.79,0.44,29.55,24.01,8.72,5.95,0.00,17.38,0
