'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:23:58.202 26/09/2023]',0.07,0.00,0.09,0.07,0.09,0.07,0.07,0.82,0.19,0.00,0.17,0.20,0.21,0.18,0.18,1.80,0.54,0.00,0.41,0.57,0.46,0.37,0.41,4.34,1.32,0.00,1.30,1.06,1.28,1.13,1.70,7.89,1.06,0.00,0.99,0.99,0.96,1.00,1.38,5.84,0
'[11:23:58.230 26/09/2023]',0.08,0.00,0.10,0.07,0.10,0.08,0.08,0.82,0.19,0.00,0.18,0.19,0.20,0.17,0.18,1.82,0.54,0.00,0.41,0.56,0.46,0.36,0.41,4.31,1.35,0.00,1.26,1.08,1.31,1.12,1.70,7.89,1.07,0.00,0.98,0.99,0.93,0.99,1.40,5.67,0
'[11:23:58.259 26/09/2023]',0.08,0.00,0.10,0.08,0.10,0.08,0.08,0.89,0.18,0.00,0.17,0.20,0.21,0.17,0.18,1.83,0.54,0.00,0.42,0.55,0.46,0.36,0.41,4.32,1.38,0.00,1.23,1.10,1.35,1.10,1.68,7.91,1.08,0.00,0.96,0.99,0.90,0.97,1.42,5.53,0
'[11:23:58.289 26/09/2023]',0.09,0.00,0.11,0.08,0.10,0.08,0.08,0.83,0.18,0.00,0.17,0.19,0.19,0.16,0.18,1.75,0.54,0.00,0.42,0.56,0.46,0.37,0.42,4.43,1.39,0.00,1.19,1.09,1.37,1.10,1.65,8.01,1.08,0.00,0.95,0.99,0.87,0.94,1.43,5.39,0
'[11:23:58.318 26/09/2023]',0.08,0.00,0.11,0.08,0.10,0.08,0.08,0.80,0.18,0.00,0.19,0.19,0.19,0.16,0.17,1.78,0.53,0.00,0.42,0.55,0.47,0.37,0.42,4.48,1.39,0.00,1.15,1.08,1.38,1.10,1.62,8.18,1.09,0.00,0.92,0.99,0.86,0.91,1.43,5.32,0
'[11:23:58.345 26/09/2023]',0.08,0.00,0.10,0.08,0.10,0.08,0.08,0.79,0.18,0.00,0.20,0.19,0.20,0.15,0.17,1.89,0.53,0.00,0.43,0.55,0.48,0.38,0.41,4.51,1.39,0.00,1.13,1.07,1.39,1.09,1.60,8.36,1.09,0.00,0.91,0.99,0.86,0.88,1.43,5.28,0
'[11:23:58.372 26/09/2023]',0.08,0.00,0.10,0.08,0.10,0.08,0.08,0.77,0.19,0.00,0.22,0.20,0.21,0.15,0.17,2.01,0.52,0.00,0.42,0.55,0.48,0.39,0.41,4.56,1.37,0.00,1.10,1.06,1.39,1.08,1.58,8.50,1.10,0.00,0.88,0.99,0.86,0.85,1.45,5.25,0
'[11:23:58.402 26/09/2023]',0.07,0.00,0.10,0.07,0.09,0.07,0.08,0.76,0.20,0.00,0.23,0.21,0.23,0.16,0.18,2.09,0.52,0.00,0.43,0.54,0.48,0.40,0.42,4.63,1.34,0.00,1.08,1.04,1.40,1.07,1.56,8.53,1.11,0.00,0.86,0.99,0.87,0.82,1.47,5.22,0
'[11:23:58.434 26/09/2023]',0.07,0.00,0.10,0.07,0.09,0.07,0.08,0.79,0.21,0.00,0.24,0.22,0.24,0.16,0.18,2.19,0.52,0.00,0.44,0.54,0.48,0.40,0.42,4.65,1.31,0.00,1.07,1.03,1.39,1.06,1.53,8.49,1.12,0.00,0.86,1.00,0.88,0.81,1.47,5.19,0
'[11:23:58.486 26/09/2023]',0.08,0.00,0.09,0.07,0.09,0.07,0.07,0.85,0.22,0.00,0.26,0.23,0.25,0.17,0.18,2.12,0.51,0.00,0.44,0.54,0.47,0.41,0.41,4.81,1.26,0.00,1.09,1.02,1.37,1.06,1.51,8.42,1.12,0.00,0.84,1.00,0.89,0.80,1.47,5.19,0
'[11:23:58.506 26/09/2023]',0.08,0.00,0.09,0.07,0.09,0.06,0.07,0.86,0.22,0.00,0.26,0.24,0.26,0.17,0.19,2.16,0.49,0.00,0.45,0.54,0.46,0.41,0.40,5.07,1.22,0.00,1.10,1.00,1.35,1.05,1.50,8.35,1.12,0.00,0.82,1.00,0.89,0.80,1.45,5.16,0
'[11:23:58.533 26/09/2023]',0.08,0.00,0.09,0.07,0.09,0.07,0.06,0.85,0.23,0.00,0.27,0.24,0.27,0.17,0.19,2.20,0.49,0.00,0.44,0.53,0.46,0.41,0.40,5.31,1.17,0.00,1.12,0.99,1.34,1.06,1.49,8.28,1.12,0.00,0.84,1.01,0.88,0.79,1.42,5.15,0
'[11:23:58.591 26/09/2023]',0.08,0.00,0.09,0.07,0.09,0.07,0.06,0.91,0.23,0.00,0.28,0.25,0.28,0.18,0.20,2.30,0.47,0.00,0.44,0.52,0.46,0.41,0.38,5.64,1.17,0.00,1.13,0.97,1.31,1.05,1.50,8.08,1.11,0.00,0.87,1.01,0.87,0.80,1.40,5.12,0
'[11:23:58.698 26/09/2023]',0.08,0.00,0.08,0.08,0.10,0.08,0.07,0.93,0.22,0.00,0.28,0.25,0.28,0.17,0.18,2.25,0.45,0.00,0.42,0.51,0.44,0.40,0.36,5.83,1.17,0.00,1.15,0.95,1.27,1.04,1.51,7.77,1.09,0.00,0.87,1.01,0.86,0.80,1.37,5.09,0
'[11:23:58.794 26/09/2023]',0.08,0.00,0.09,0.08,0.09,0.08,0.07,0.93,0.22,0.00,0.29,0.24,0.27,0.17,0.19,2.29,0.42,0.00,0.41,0.49,0.43,0.40,0.36,5.97,1.16,0.00,1.15,0.93,1.23,1.02,1.52,7.60,1.07,0.00,0.87,0.99,0.86,0.80,1.34,5.07,0
'[11:23:58.885 26/09/2023]',0.09,0.00,0.09,0.08,0.09,0.08,0.07,0.96,0.21,0.00,0.29,0.24,0.28,0.18,0.18,2.37,0.40,0.00,0.41,0.46,0.43,0.40,0.34,6.09,1.14,0.00,1.14,0.91,1.21,1.01,1.52,7.41,1.04,0.00,0.88,0.96,0.87,0.82,1.33,5.07,0
'[11:23:58.974 26/09/2023]',0.09,0.00,0.09,0.08,0.09,0.07,0.07,0.99,0.20,0.00,0.30,0.23,0.28,0.19,0.18,2.48,0.38,0.00,0.40,0.44,0.43,0.41,0.33,6.16,1.13,0.00,1.16,0.90,1.18,1.00,1.52,7.19,1.02,0.00,0.89,0.93,0.87,0.83,1.34,5.09,0
'[11:23:59.070 26/09/2023]',0.09,0.00,0.09,0.08,0.09,0.07,0.07,0.98,0.21,0.00,0.31,0.23,0.28,0.20,0.19,2.62,0.37,0.00,0.37,0.41,0.42,0.40,0.32,6.18,1.11,0.00,1.17,0.88,1.16,1.00,1.51,6.98,0.99,0.00,0.89,0.91,0.88,0.84,1.33,5.04,0
'[11:23:59.157 26/09/2023]',0.08,0.00,0.09,0.08,0.09,0.07,0.07,0.94,0.21,0.00,0.32,0.23,0.29,0.21,0.20,2.81,0.35,0.00,0.36,0.40,0.42,0.40,0.32,6.13,1.09,0.00,1.18,0.88,1.15,1.01,1.50,6.83,0.96,0.00,0.89,0.88,0.88,0.86,1.32,5.01,0
'[11:23:59.254 26/09/2023]',0.09,0.00,0.08,0.08,0.09,0.07,0.07,0.93,0.21,0.00,0.32,0.23,0.30,0.21,0.20,2.97,0.34,0.00,0.35,0.38,0.42,0.40,0.32,6.03,1.07,0.00,1.20,0.90,1.15,1.02,1.50,6.72,0.93,0.00,0.90,0.87,0.87,0.87,1.33,5.02,0
'[11:23:59.344 26/09/2023]',0.09,0.00,0.09,0.09,0.09,0.07,0.07,0.93,0.21,0.00,0.32,0.23,0.30,0.21,0.20,3.08,0.33,0.00,0.34,0.36,0.42,0.40,0.33,5.93,1.04,0.00,1.23,0.91,1.13,1.03,1.51,6.61,0.90,0.00,0.91,0.86,0.85,0.89,1.31,5.00,0
'[11:23:59.444 26/09/2023]',0.09,0.00,0.08,0.09,0.09,0.07,0.07,0.93,0.20,0.00,0.31,0.22,0.30,0.21,0.19,3.19,0.32,0.00,0.32,0.35,0.42,0.41,0.33,5.87,1.00,0.00,1.25,0.92,1.12,1.04,1.51,6.51,0.88,0.00,0.92,0.85,0.84,0.90,1.34,5.02,0
'[11:23:59.552 26/09/2023]',0.09,0.00,0.08,0.09,0.08,0.07,0.07,0.89,0.19,0.00,0.31,0.22,0.29,0.20,0.19,3.24,0.32,0.00,0.31,0.35,0.42,0.41,0.34,5.76,0.97,0.00,1.26,0.91,1.09,1.05,1.52,6.50,0.85,0.00,0.93,0.86,0.80,0.91,1.37,5.31,0
'[11:23:59.646 26/09/2023]',0.09,0.00,0.07,0.09,0.08,0.07,0.07,0.85,0.19,0.00,0.31,0.21,0.29,0.20,0.19,3.22,0.32,0.00,0.30,0.36,0.42,0.41,0.35,5.63,0.95,0.00,1.28,0.89,1.06,1.05,1.54,6.76,0.81,0.00,0.94,0.86,0.77,0.91,1.37,5.58,0
'[11:23:59.711 26/09/2023]',0.09,0.00,0.08,0.09,0.08,0.07,0.07,0.79,0.18,0.00,0.30,0.21,0.28,0.20,0.19,3.17,0.31,0.00,0.28,0.38,0.41,0.42,0.35,5.49,0.93,0.00,1.27,0.91,1.03,1.04,1.54,6.93,0.77,0.00,0.94,0.86,0.77,0.91,1.37,5.75,0
'[11:23:59.732 26/09/2023]',0.08,0.00,0.08,0.09,0.08,0.07,0.07,0.78,0.17,0.00,0.29,0.21,0.28,0.20,0.20,3.13,0.31,0.00,0.27,0.38,0.40,0.42,0.34,5.33,0.92,0.00,1.24,0.94,0.99,1.02,1.54,7.16,0.72,0.00,0.93,0.87,0.76,0.91,1.36,5.83,0
'[11:23:59.759 26/09/2023]',0.08,0.00,0.08,0.08,0.07,0.07,0.07,0.81,0.17,0.00,0.29,0.20,0.28,0.20,0.19,3.16,0.31,0.00,0.26,0.38,0.39,0.42,0.35,5.12,0.92,0.00,1.24,0.96,0.94,1.00,1.54,7.39,0.71,0.00,0.91,0.89,0.74,0.91,1.37,5.90,0
'[11:23:59.785 26/09/2023]',0.08,0.00,0.08,0.09,0.07,0.08,0.07,0.78,0.16,0.00,0.27,0.20,0.27,0.19,0.20,3.18,0.31,0.00,0.25,0.38,0.39,0.41,0.35,4.87,0.93,0.00,1.24,0.96,0.89,0.98,1.54,7.45,0.71,0.00,0.90,0.90,0.73,0.91,1.38,5.94,0
'[11:23:59.811 26/09/2023]',0.08,0.00,0.08,0.08,0.08,0.08,0.07,0.77,0.16,0.00,0.26,0.19,0.26,0.18,0.19,3.14,0.32,0.00,0.26,0.40,0.40,0.41,0.37,4.79,0.94,0.00,1.26,0.96,0.86,0.95,1.53,7.44,0.72,0.00,0.88,0.89,0.70,0.92,1.40,5.88,0
'[11:23:59.856 26/09/2023]',0.08,0.00,0.08,0.08,0.07,0.07,0.07,0.77,0.16,0.00,0.26,0.18,0.25,0.18,0.19,3.09,0.32,0.00,0.27,0.41,0.40,0.42,0.38,4.65,0.97,0.00,1.29,0.95,0.83,0.92,1.51,7.32,0.73,0.00,0.88,0.89,0.66,0.93,1.40,5.80,0
'[11:23:59.883 26/09/2023]',0.08,0.00,0.08,0.08,0.08,0.07,0.07,0.83,0.16,0.00,0.25,0.18,0.25,0.17,0.18,3.03,0.32,0.00,0.27,0.43,0.41,0.42,0.39,4.48,1.00,0.00,1.31,0.96,0.83,0.90,1.49,7.17,0.73,0.00,0.89,0.88,0.62,0.94,1.39,5.79,0
'[11:23:59.905 26/09/2023]',0.07,0.00,0.08,0.08,0.08,0.07,0.07,0.80,0.16,0.00,0.24,0.18,0.24,0.16,0.19,2.86,0.33,0.00,0.27,0.43,0.40,0.42,0.41,4.24,1.03,0.00,1.33,0.95,0.88,0.88,1.45,6.94,0.74,0.00,0.92,0.87,0.60,0.95,1.38,5.69,0
'[11:23:59.932 26/09/2023]',0.07,0.00,0.08,0.08,0.07,0.07,0.07,0.78,0.17,0.00,0.23,0.18,0.22,0.16,0.18,2.71,0.34,0.00,0.27,0.44,0.40,0.42,0.42,4.02,1.06,0.00,1.34,0.94,0.92,0.87,1.40,6.74,0.74,0.00,0.95,0.85,0.61,0.96,1.37,5.59,0
'[11:23:59.967 26/09/2023]',0.07,0.00,0.07,0.07,0.07,0.07,0.07,0.74,0.17,0.00,0.22,0.17,0.21,0.16,0.18,2.55,0.35,0.00,0.27,0.45,0.39,0.41,0.43,3.79,1.09,0.00,1.35,0.93,0.95,0.88,1.35,6.52,0.74,0.00,0.97,0.85,0.62,0.96,1.34,5.65,0
'[11:23:59.990 26/09/2023]',0.08,0.00,0.08,0.08,0.07,0.07,0.08,0.68,0.18,0.00,0.22,0.18,0.21,0.15,0.18,2.38,0.35,0.00,0.27,0.46,0.39,0.40,0.44,3.56,1.11,0.00,1.35,0.93,0.98,0.89,1.30,6.49,0.75,0.00,1.00,0.85,0.63,0.96,1.31,5.90,0
'[11:24:00.031 26/09/2023]',0.08,0.00,0.08,0.08,0.07,0.07,0.08,0.65,0.18,0.00,0.21,0.18,0.20,0.14,0.18,2.23,0.36,0.00,0.27,0.47,0.38,0.39,0.46,3.31,1.12,0.00,1.33,0.92,1.00,0.89,1.32,6.55,0.75,0.00,0.99,0.86,0.63,0.97,1.27,6.23,0
'[11:24:00.057 26/09/2023]',0.08,0.00,0.08,0.08,0.07,0.06,0.08,0.60,0.18,0.00,0.21,0.18,0.19,0.14,0.18,2.10,0.37,0.00,0.27,0.48,0.38,0.39,0.47,3.22,1.12,0.00,1.31,0.93,1.03,0.89,1.35,6.62,0.77,0.00,0.99,0.86,0.62,0.97,1.22,6.55,0
'[11:24:00.084 26/09/2023]',0.08,0.00,0.09,0.08,0.07,0.06,0.08,0.60,0.19,0.00,0.20,0.18,0.19,0.14,0.18,2.03,0.38,0.00,0.28,0.50,0.38,0.40,0.48,3.16,1.13,0.00,1.29,0.93,1.05,0.91,1.37,6.62,0.79,0.00,1.01,0.88,0.61,0.96,1.16,6.81,0
'[11:24:00.119 26/09/2023]',0.08,0.00,0.09,0.08,0.07,0.06,0.08,0.58,0.19,0.00,0.20,0.18,0.18,0.14,0.18,1.99,0.37,0.00,0.29,0.50,0.37,0.39,0.48,3.07,1.13,0.00,1.29,0.95,1.07,0.93,1.40,6.57,0.81,0.00,1.01,0.90,0.62,0.97,1.10,7.00,0
'[11:24:00.141 26/09/2023]',0.08,0.00,0.09,0.09,0.07,0.06,0.08,0.54,0.19,0.00,0.19,0.19,0.17,0.14,0.17,1.95,0.37,0.00,0.31,0.51,0.38,0.38,0.47,2.96,1.13,0.00,1.28,0.96,1.08,0.95,1.43,6.61,0.82,0.00,1.02,0.92,0.64,0.97,1.04,7.18,0
'[11:24:00.167 26/09/2023]',0.07,0.00,0.09,0.09,0.06,0.05,0.08,0.52,0.19,0.00,0.19,0.19,0.17,0.14,0.16,1.91,0.36,0.00,0.31,0.49,0.38,0.37,0.46,2.82,1.13,0.00,1.30,0.97,1.09,0.98,1.46,6.74,0.84,0.00,1.03,0.93,0.66,0.97,1.04,7.25,0
'[11:24:00.201 26/09/2023]',0.08,0.00,0.09,0.09,0.06,0.05,0.08,0.50,0.19,0.00,0.18,0.18,0.17,0.14,0.15,1.87,0.35,0.00,0.33,0.48,0.38,0.37,0.45,2.70,1.15,0.00,1.33,0.97,1.09,1.00,1.48,6.87,0.84,0.00,1.04,0.93,0.67,0.97,1.06,7.29,0
'[11:24:00.232 26/09/2023]',0.07,0.00,0.08,0.09,0.06,0.05,0.07,0.53,0.18,0.00,0.18,0.18,0.17,0.14,0.15,1.88,0.34,0.00,0.33,0.46,0.39,0.35,0.44,2.69,1.17,0.00,1.37,0.97,1.09,1.00,1.50,6.92,0.84,0.00,1.03,0.92,0.69,0.96,1.05,7.24,0
'[11:24:00.257 26/09/2023]',0.07,0.00,0.08,0.08,0.06,0.05,0.07,0.52,0.18,0.00,0.18,0.18,0.16,0.14,0.15,1.83,0.33,0.00,0.34,0.44,0.38,0.34,0.43,2.68,1.19,0.00,1.40,0.97,1.07,1.02,1.49,6.93,0.82,0.00,1.03,0.92,0.69,0.95,1.03,7.15,0
'[11:24:00.282 26/09/2023]',0.07,0.00,0.08,0.08,0.06,0.04,0.07,0.52,0.18,0.00,0.18,0.18,0.16,0.13,0.15,1.83,0.31,0.00,0.35,0.42,0.37,0.32,0.42,2.65,1.21,0.00,1.42,0.96,1.05,1.04,1.47,6.99,0.81,0.00,1.02,0.92,0.68,0.95,1.00,6.99,0
'[11:24:00.313 26/09/2023]',0.06,0.00,0.07,0.07,0.06,0.05,0.08,0.56,0.18,0.00,0.17,0.17,0.17,0.13,0.14,1.83,0.30,0.00,0.35,0.39,0.37,0.31,0.40,2.64,1.23,0.00,1.43,0.96,1.03,1.06,1.46,7.06,0.80,0.00,1.02,0.93,0.68,0.95,0.99,6.88,0
'[11:24:00.340 26/09/2023]',0.06,0.00,0.07,0.07,0.06,0.05,0.07,0.59,0.18,0.00,0.17,0.17,0.16,0.13,0.14,1.76,0.28,0.00,0.35,0.37,0.36,0.30,0.38,2.60,1.23,0.00,1.45,0.94,1.00,1.06,1.45,7.19,0.79,0.00,1.02,0.93,0.68,0.94,1.00,6.69,0
'[11:24:00.365 26/09/2023]',0.06,0.00,0.07,0.07,0.05,0.05,0.07,0.57,0.17,0.00,0.18,0.17,0.16,0.13,0.14,1.77,0.28,0.00,0.35,0.35,0.35,0.28,0.35,2.49,1.25,0.00,1.46,0.92,0.97,1.07,1.46,7.26,0.78,0.00,1.04,0.94,0.67,0.94,1.00,6.51,0
'[11:24:00.393 26/09/2023]',0.06,0.00,0.07,0.06,0.05,0.05,0.06,0.55,0.17,0.00,0.18,0.16,0.16,0.13,0.14,1.74,0.28,0.00,0.36,0.33,0.34,0.27,0.33,2.43,1.27,0.00,1.45,0.89,0.94,1.08,1.46,7.28,0.77,0.00,1.04,0.98,0.65,0.94,1.00,6.27,0
'[11:24:00.422 26/09/2023]',0.06,0.00,0.07,0.06,0.05,0.05,0.07,0.56,0.17,0.00,0.18,0.16,0.16,0.13,0.15,1.74,0.28,0.00,0.36,0.32,0.34,0.26,0.31,2.36,1.27,0.00,1.42,0.86,0.90,1.09,1.47,7.27,0.74,0.00,1.03,1.02,0.66,0.93,1.00,6.02,0
'[11:24:00.455 26/09/2023]',0.06,0.00,0.07,0.06,0.05,0.05,0.07,0.57,0.17,0.00,0.18,0.17,0.16,0.13,0.15,1.75,0.28,0.00,0.36,0.31,0.34,0.25,0.31,2.29,1.26,0.00,1.40,0.84,0.89,1.11,1.47,7.29,0.71,0.00,1.01,1.06,0.69,0.91,0.99,5.80,0
'[11:24:00.479 26/09/2023]',0.06,0.00,0.07,0.06,0.05,0.05,0.08,0.54,0.16,0.00,0.18,0.16,0.17,0.14,0.15,1.74,0.28,0.00,0.36,0.29,0.33,0.24,0.29,2.29,1.25,0.00,1.39,0.81,0.91,1.16,1.49,7.36,0.69,0.00,1.00,1.10,0.72,0.89,0.98,5.59,0
'[11:24:00.505 26/09/2023]',0.06,0.00,0.07,0.06,0.05,0.05,0.07,0.54,0.17,0.00,0.18,0.16,0.17,0.13,0.14,1.76,0.28,0.00,0.36,0.29,0.33,0.24,0.29,2.33,1.23,0.00,1.36,0.78,0.92,1.21,1.50,7.47,0.71,0.00,0.99,1.14,0.76,0.87,0.98,5.37,0
'[11:24:00.532 26/09/2023]',0.06,0.00,0.07,0.06,0.06,0.05,0.07,0.61,0.16,0.00,0.18,0.16,0.17,0.14,0.14,1.68,0.27,0.00,0.36,0.28,0.32,0.24,0.29,2.45,1.20,0.00,1.32,0.76,0.92,1.25,1.48,7.67,0.73,0.00,0.98,1.17,0.79,0.85,0.96,5.22,0
'[11:24:00.586 26/09/2023]',0.06,0.00,0.07,0.06,0.06,0.05,0.08,0.62,0.16,0.00,0.18,0.15,0.18,0.13,0.14,1.71,0.27,0.00,0.36,0.27,0.32,0.23,0.28,2.48,1.17,0.00,1.30,0.77,0.93,1.29,1.46,7.98,0.74,0.00,0.96,1.20,0.81,0.83,0.93,5.17,0
'[11:24:00.690 26/09/2023]',0.06,0.00,0.07,0.07,0.06,0.05,0.07,0.60,0.15,0.00,0.18,0.16,0.18,0.13,0.14,1.76,0.28,0.00,0.35,0.27,0.32,0.23,0.28,2.46,1.19,0.00,1.27,0.80,0.93,1.34,1.45,8.26,0.74,0.00,0.94,1.23,0.83,0.81,0.91,5.26,0
'[11:24:00.791 26/09/2023]',0.06,0.00,0.08,0.07,0.06,0.05,0.08,0.62,0.15,0.00,0.18,0.16,0.19,0.14,0.14,1.75,0.28,0.00,0.35,0.27,0.31,0.24,0.26,2.48,1.19,0.00,1.22,0.83,0.93,1.37,1.44,8.48,0.74,0.00,0.94,1.24,0.85,0.78,0.91,5.36,0
'[11:24:00.897 26/09/2023]',0.06,0.00,0.07,0.07,0.06,0.06,0.08,0.67,0.14,0.00,0.19,0.16,0.19,0.15,0.13,1.79,0.28,0.00,0.35,0.27,0.31,0.24,0.26,2.54,1.17,0.00,1.16,0.87,0.92,1.38,1.43,8.63,0.76,0.00,0.91,1.25,0.86,0.76,0.90,5.46,0
'[11:24:00.990 26/09/2023]',0.07,0.00,0.07,0.07,0.06,0.06,0.08,0.69,0.14,0.00,0.19,0.15,0.19,0.15,0.14,1.79,0.28,0.00,0.35,0.27,0.31,0.25,0.26,2.63,1.14,0.00,1.13,0.89,0.90,1.40,1.42,8.64,0.78,0.00,0.91,1.28,0.89,0.74,0.89,5.59,0
'[11:24:01.080 26/09/2023]',0.06,0.00,0.07,0.07,0.06,0.05,0.08,0.69,0.14,0.00,0.19,0.14,0.19,0.16,0.14,1.73,0.29,0.00,0.35,0.27,0.31,0.26,0.26,2.74,1.11,0.00,1.11,0.88,0.88,1.43,1.42,8.69,0.81,0.00,0.92,1.28,0.89,0.73,0.88,5.64,0
'[11:24:01.166 26/09/2023]',0.07,0.00,0.07,0.07,0.06,0.05,0.08,0.68,0.14,0.00,0.19,0.14,0.19,0.16,0.13,1.67,0.29,0.00,0.35,0.27,0.31,0.26,0.27,2.84,1.08,0.00,1.12,0.87,0.86,1.47,1.42,8.74,0.84,0.00,0.92,1.29,0.90,0.74,0.89,5.71,0
'[11:24:01.255 26/09/2023]',0.07,0.00,0.07,0.06,0.06,0.06,0.08,0.69,0.14,0.00,0.19,0.14,0.20,0.17,0.13,1.59,0.29,0.00,0.34,0.28,0.31,0.27,0.26,2.95,1.04,0.00,1.20,0.85,0.84,1.49,1.41,8.86,0.85,0.00,0.91,1.30,0.89,0.74,0.90,5.76,0
'[11:24:01.338 26/09/2023]',0.07,0.00,0.07,0.06,0.06,0.05,0.08,0.66,0.14,0.00,0.19,0.14,0.20,0.16,0.13,1.54,0.29,0.00,0.34,0.27,0.31,0.27,0.26,3.04,1.01,0.00,1.27,0.81,0.85,1.50,1.39,9.12,0.87,0.00,0.91,1.28,0.88,0.75,0.92,5.80,0
'[11:24:01.437 26/09/2023]',0.07,0.00,0.07,0.06,0.06,0.05,0.08,0.65,0.15,0.00,0.18,0.13,0.20,0.16,0.12,1.47,0.28,0.00,0.33,0.27,0.31,0.26,0.25,3.07,0.98,0.00,1.31,0.77,0.84,1.50,1.35,9.42,0.87,0.00,0.90,1.27,0.86,0.76,0.93,5.84,0
'[11:24:01.539 26/09/2023]',0.07,0.00,0.07,0.06,0.06,0.05,0.07,0.65,0.15,0.00,0.18,0.13,0.19,0.16,0.12,1.49,0.29,0.00,0.32,0.27,0.30,0.25,0.24,3.11,0.99,0.00,1.33,0.78,0.85,1.49,1.35,9.65,0.87,0.00,0.90,1.25,0.84,0.75,0.95,5.79,0
'[11:24:01.621 26/09/2023]',0.07,0.00,0.07,0.06,0.06,0.05,0.07,0.64,0.15,0.00,0.17,0.13,0.19,0.15,0.12,1.53,0.29,0.00,0.31,0.28,0.30,0.25,0.24,3.07,1.02,0.00,1.34,0.79,0.86,1.50,1.39,9.90,0.87,0.00,0.90,1.24,0.84,0.75,0.95,5.71,0
'[11:24:01.682 26/09/2023]',0.07,0.00,0.07,0.06,0.06,0.05,0.08,0.66,0.15,0.00,0.16,0.12,0.19,0.15,0.12,1.47,0.28,0.00,0.31,0.28,0.29,0.25,0.25,3.05,1.04,0.00,1.35,0.79,0.87,1.50,1.42,10.17,0.87,0.00,0.91,1.24,0.83,0.75,0.94,5.61,0
'[11:24:01.711 26/09/2023]',0.07,0.00,0.07,0.06,0.06,0.05,0.07,0.66,0.15,0.00,0.16,0.12,0.18,0.14,0.12,1.44,0.28,0.00,0.30,0.29,0.29,0.26,0.25,3.07,1.07,0.00,1.33,0.80,0.87,1.50,1.44,10.37,0.88,0.00,0.91,1.23,0.82,0.74,0.94,5.55,0
'[11:24:01.734 26/09/2023]',0.06,0.00,0.07,0.06,0.06,0.05,0.07,0.68,0.16,0.00,0.16,0.13,0.18,0.14,0.12,1.42,0.28,0.00,0.29,0.29,0.29,0.26,0.25,3.10,1.09,0.00,1.32,0.81,0.88,1.50,1.47,10.42,0.90,0.00,0.93,1.22,0.81,0.74,0.94,5.83,0
'[11:24:01.767 26/09/2023]',0.06,0.00,0.06,0.05,0.05,0.05,0.07,0.65,0.16,0.00,0.15,0.13,0.17,0.14,0.12,1.44,0.27,0.00,0.29,0.29,0.29,0.27,0.26,2.97,1.11,0.00,1.30,0.83,0.89,1.51,1.49,10.27,0.91,0.00,0.94,1.21,0.81,0.74,0.94,5.98,0
'[11:24:01.792 26/09/2023]',0.06,0.00,0.06,0.06,0.05,0.05,0.07,0.70,0.16,0.00,0.15,0.13,0.17,0.14,0.12,1.39,0.27,0.00,0.28,0.28,0.29,0.27,0.27,2.90,1.15,0.00,1.29,0.85,0.92,1.51,1.49,10.04,0.91,0.00,0.95,1.20,0.81,0.74,0.95,6.18,0
'[11:24:01.814 26/09/2023]',0.06,0.00,0.06,0.05,0.05,0.05,0.07,0.68,0.16,0.00,0.14,0.13,0.17,0.13,0.11,1.38,0.27,0.00,0.27,0.29,0.29,0.28,0.28,2.89,1.19,0.00,1.30,0.87,0.97,1.50,1.48,9.77,0.92,0.00,0.96,1.20,0.81,0.72,0.94,6.31,0
'[11:24:01.840 26/09/2023]',0.06,0.00,0.06,0.06,0.05,0.05,0.07,0.69,0.17,0.00,0.14,0.13,0.16,0.12,0.12,1.38,0.26,0.00,0.26,0.29,0.28,0.28,0.27,2.89,1.24,0.00,1.36,0.92,1.02,1.48,1.45,9.47,0.93,0.00,0.96,1.19,0.81,0.71,0.94,6.33,0
'[11:24:01.871 26/09/2023]',0.06,0.00,0.07,0.05,0.05,0.05,0.07,0.69,0.16,0.00,0.14,0.13,0.16,0.12,0.12,1.35,0.26,0.00,0.26,0.29,0.28,0.28,0.27,2.87,1.29,0.00,1.39,0.96,1.06,1.46,1.41,9.20,0.93,0.00,0.94,1.18,0.81,0.70,0.94,6.28,0
'[11:24:01.900 26/09/2023]',0.07,0.00,0.07,0.06,0.05,0.05,0.07,0.69,0.17,0.00,0.15,0.13,0.15,0.12,0.11,1.34,0.26,0.00,0.26,0.28,0.29,0.27,0.26,2.85,1.33,0.00,1.43,1.01,1.11,1.46,1.41,8.95,0.93,0.00,0.92,1.16,0.81,0.68,0.96,6.22,0
'[11:24:01.923 26/09/2023]',0.08,0.00,0.07,0.07,0.06,0.05,0.07,0.70,0.17,0.00,0.14,0.13,0.15,0.11,0.11,1.29,0.25,0.00,0.27,0.27,0.29,0.27,0.25,2.98,1.38,0.00,1.47,1.06,1.15,1.44,1.41,8.56,0.94,0.00,0.90,1.15,0.82,0.67,1.00,6.07,0
